# Gene name	miRNA ID
ENSMUSG00000001123	mmu-miR-3074-1-3p
ENSMUSG00000001127	mmu-miR-188-3p
ENSMUSG00000001127	mmu-miR-3074-1-3p
ENSMUSG00000001127	mmu-miR-34b-5p
ENSMUSG00000001127	mmu-miR-362-5p
ENSMUSG00000001127	mmu-miR-466n-3p
ENSMUSG00000001127	mmu-miR-669f-3p
ENSMUSG00000001138	mmu-miR-188-3p
ENSMUSG00000001138	mmu-miR-342-3p
ENSMUSG00000001138	mmu-miR-34b-5p
ENSMUSG00000001138	mmu-miR-363-5p
ENSMUSG00000001138	mmu-miR-409-3p
ENSMUSG00000001138	mmu-miR-501-3p
ENSMUSG00000001138	mmu-miR-532-3p
ENSMUSG00000001138	mmu-miR-532-5p
ENSMUSG00000001138	mmu-miR-542-3p
ENSMUSG00000001138	mmu-miR-542-5p
ENSMUSG00000001143	mmu-miR-34b-3p
ENSMUSG00000001143	mmu-miR-34b-5p
ENSMUSG00000001143	mmu-miR-542-3p
ENSMUSG00000001156	mmu-miR-188-3p
ENSMUSG00000001156	mmu-miR-339-3p
ENSMUSG00000001156	mmu-miR-342-3p
ENSMUSG00000001156	mmu-miR-362-3p
ENSMUSG00000001156	mmu-miR-501-5p
ENSMUSG00000001156	mmu-miR-532-3p
ENSMUSG00000001157	mmu-miR-1187
ENSMUSG00000001157	mmu-miR-188-3p
ENSMUSG00000001157	mmu-miR-362-5p
ENSMUSG00000001157	mmu-miR-501-5p
ENSMUSG00000001157	mmu-miR-532-3p
ENSMUSG00000001158	mmu-miR-542-5p
ENSMUSG00000001166	mmu-miR-1187
ENSMUSG00000001166	mmu-miR-188-3p
ENSMUSG00000001166	mmu-miR-188-5p
ENSMUSG00000001166	mmu-miR-342-3p
ENSMUSG00000001166	mmu-miR-363-3p
ENSMUSG00000001166	mmu-miR-363-5p
ENSMUSG00000001166	mmu-miR-450b-5p
ENSMUSG00000001166	mmu-miR-542-5p
ENSMUSG00000001173	mmu-miR-151-3p
ENSMUSG00000001173	mmu-miR-188-3p
ENSMUSG00000001173	mmu-miR-188-5p
ENSMUSG00000001173	mmu-miR-339-3p
ENSMUSG00000001173	mmu-miR-342-3p
ENSMUSG00000001173	mmu-miR-450b-5p
ENSMUSG00000001173	mmu-miR-466d-5p
ENSMUSG00000001173	mmu-miR-532-3p
ENSMUSG00000001175	mmu-miR-1187
ENSMUSG00000001175	mmu-miR-1198-5p
ENSMUSG00000001175	mmu-miR-151-3p
ENSMUSG00000001175	mmu-miR-188-5p
ENSMUSG00000001175	mmu-miR-362-5p
ENSMUSG00000001175	mmu-miR-409-3p
ENSMUSG00000001175	mmu-miR-450b-5p
ENSMUSG00000001175	mmu-miR-466d-5p
ENSMUSG00000001175	mmu-miR-466n-3p
ENSMUSG00000001175	mmu-miR-542-3p
ENSMUSG00000001211	mmu-miR-339-3p
ENSMUSG00000001211	mmu-miR-34b-5p
ENSMUSG00000001211	mmu-miR-363-5p
ENSMUSG00000001211	mmu-miR-450b-5p
ENSMUSG00000001211	mmu-miR-466k
ENSMUSG00000001211	mmu-miR-532-3p
ENSMUSG00000001229	mmu-miR-542-5p
ENSMUSG00000001240	mmu-miR-339-3p
ENSMUSG00000001248	mmu-miR-188-3p
ENSMUSG00000001248	mmu-miR-342-3p
ENSMUSG00000001248	mmu-miR-34b-5p
ENSMUSG00000001248	mmu-miR-532-3p
ENSMUSG00000001280	mmu-miR-151-3p
ENSMUSG00000001280	mmu-miR-342-3p
ENSMUSG00000001280	mmu-miR-362-3p
ENSMUSG00000001280	mmu-miR-362-5p
ENSMUSG00000001280	mmu-miR-363-5p
ENSMUSG00000001280	mmu-miR-409-3p
ENSMUSG00000001280	mmu-miR-450b-5p
ENSMUSG00000001280	mmu-miR-466d-5p
ENSMUSG00000001280	mmu-miR-501-5p
ENSMUSG00000001280	mmu-miR-532-3p
ENSMUSG00000001280	mmu-miR-542-3p
ENSMUSG00000001280	mmu-miR-542-5p
ENSMUSG00000001285	mmu-miR-188-3p
ENSMUSG00000001285	mmu-miR-532-3p
ENSMUSG00000001285	mmu-miR-542-5p
ENSMUSG00000001288	mmu-miR-151-3p
ENSMUSG00000001288	mmu-miR-188-3p
ENSMUSG00000001288	mmu-miR-188-5p
ENSMUSG00000001288	mmu-miR-339-3p
ENSMUSG00000001288	mmu-miR-450b-5p
ENSMUSG00000001289	mmu-miR-450b-5p
ENSMUSG00000001300	mmu-miR-1187
ENSMUSG00000001300	mmu-miR-151-3p
ENSMUSG00000001300	mmu-miR-152-3p
ENSMUSG00000001300	mmu-miR-15a-5p
ENSMUSG00000001300	mmu-miR-188-3p
ENSMUSG00000001300	mmu-miR-188-5p
ENSMUSG00000001300	mmu-miR-200b-3p
ENSMUSG00000001300	mmu-miR-3091-3p
ENSMUSG00000001300	mmu-miR-362-3p
ENSMUSG00000001300	mmu-miR-381-3p
ENSMUSG00000001300	mmu-miR-429-3p
ENSMUSG00000001300	mmu-miR-450b-5p
ENSMUSG00000001300	mmu-miR-466d-5p
ENSMUSG00000001300	mmu-miR-466n-3p
ENSMUSG00000001300	mmu-miR-532-3p
ENSMUSG00000001300	mmu-miR-542-3p
ENSMUSG00000001300	mmu-miR-542-5p
ENSMUSG00000001300	mmu-miR-669f-3p
ENSMUSG00000001323	mmu-miR-22-5p
ENSMUSG00000001323	mmu-miR-342-3p
ENSMUSG00000001323	mmu-miR-34b-5p
ENSMUSG00000001323	mmu-miR-362-3p
ENSMUSG00000001323	mmu-miR-363-5p
ENSMUSG00000001323	mmu-miR-450b-5p
ENSMUSG00000001323	mmu-miR-501-5p
ENSMUSG00000001323	mmu-miR-532-3p
ENSMUSG00000001323	mmu-miR-542-3p
ENSMUSG00000001348	mmu-miR-342-3p
ENSMUSG00000001348	mmu-miR-34b-5p
ENSMUSG00000001348	mmu-miR-542-3p
ENSMUSG00000001366	mmu-miR-1187
ENSMUSG00000001366	mmu-miR-1198-5p
ENSMUSG00000001366	mmu-miR-34b-5p
ENSMUSG00000001366	mmu-miR-362-5p
ENSMUSG00000001366	mmu-miR-466d-5p
ENSMUSG00000001366	mmu-miR-466k
ENSMUSG00000001366	mmu-miR-501-5p
ENSMUSG00000001366	mmu-miR-542-3p
ENSMUSG00000001376	mmu-miR-1198-5p
ENSMUSG00000001376	mmu-miR-188-5p
ENSMUSG00000001376	mmu-miR-342-3p
ENSMUSG00000001376	mmu-miR-450b-5p
ENSMUSG00000001376	mmu-miR-466n-3p
ENSMUSG00000001376	mmu-miR-501-5p
ENSMUSG00000001383	mmu-miR-450b-5p
ENSMUSG00000001383	mmu-miR-532-3p
ENSMUSG00000001383	mmu-miR-542-3p
ENSMUSG00000001403	mmu-miR-151-3p
ENSMUSG00000001403	mmu-miR-339-3p
ENSMUSG00000001415	mmu-miR-188-3p
ENSMUSG00000001415	mmu-miR-363-5p
ENSMUSG00000001415	mmu-miR-450b-5p
ENSMUSG00000001416	mmu-miR-450b-5p
ENSMUSG00000001418	mmu-miR-532-5p
ENSMUSG00000001419	mmu-miR-1187
ENSMUSG00000001419	mmu-miR-1198-5p
ENSMUSG00000001419	mmu-miR-188-3p
ENSMUSG00000001424	mmu-miR-188-3p
ENSMUSG00000001435	mmu-miR-151-3p
ENSMUSG00000001435	mmu-miR-188-3p
ENSMUSG00000001435	mmu-miR-362-5p
ENSMUSG00000001435	mmu-miR-450b-5p
ENSMUSG00000001435	mmu-miR-532-5p
ENSMUSG00000001435	mmu-miR-542-3p
ENSMUSG00000001436	mmu-miR-151-3p
ENSMUSG00000001436	mmu-miR-363-5p
ENSMUSG00000001436	mmu-miR-466d-5p
ENSMUSG00000001440	mmu-miR-10a-5p
ENSMUSG00000001440	mmu-miR-1187
ENSMUSG00000001440	mmu-miR-151-3p
ENSMUSG00000001440	mmu-miR-152-3p
ENSMUSG00000001440	mmu-miR-188-3p
ENSMUSG00000001440	mmu-miR-342-3p
ENSMUSG00000001440	mmu-miR-361-5p
ENSMUSG00000001440	mmu-miR-409-3p
ENSMUSG00000001440	mmu-miR-466k
ENSMUSG00000001440	mmu-miR-532-3p
ENSMUSG00000001440	mmu-miR-532-5p
ENSMUSG00000001440	mmu-miR-542-5p
ENSMUSG00000001441	mmu-miR-188-3p
ENSMUSG00000001441	mmu-miR-339-3p
ENSMUSG00000001441	mmu-miR-342-3p
ENSMUSG00000001441	mmu-miR-34b-5p
ENSMUSG00000001441	mmu-miR-362-5p
ENSMUSG00000001441	mmu-miR-363-5p
ENSMUSG00000001441	mmu-miR-532-3p
ENSMUSG00000001441	mmu-miR-542-3p
ENSMUSG00000001441	mmu-miR-542-5p
ENSMUSG00000001445	mmu-miR-34b-5p
ENSMUSG00000001445	mmu-miR-362-3p
ENSMUSG00000001467	mmu-miR-1187
ENSMUSG00000001467	mmu-miR-34b-3p
ENSMUSG00000001467	mmu-miR-362-3p
ENSMUSG00000001467	mmu-miR-362-5p
ENSMUSG00000001467	mmu-miR-450b-5p
ENSMUSG00000001467	mmu-miR-501-3p
ENSMUSG00000001467	mmu-miR-501-5p
ENSMUSG00000001467	mmu-miR-532-3p
ENSMUSG00000001467	mmu-miR-532-5p
ENSMUSG00000001467	mmu-miR-542-3p
ENSMUSG00000001482	mmu-miR-188-5p
ENSMUSG00000001482	mmu-miR-3091-3p
ENSMUSG00000001482	mmu-miR-34b-5p
ENSMUSG00000001482	mmu-miR-362-3p
ENSMUSG00000001482	mmu-miR-363-5p
ENSMUSG00000001482	mmu-miR-450b-5p
ENSMUSG00000001482	mmu-miR-466d-5p
ENSMUSG00000001482	mmu-miR-466k
ENSMUSG00000001482	mmu-miR-542-3p
ENSMUSG00000001496	mmu-miR-450b-5p
ENSMUSG00000001496	mmu-miR-542-5p
ENSMUSG00000001496	mmu-miR-669f-3p
ENSMUSG00000001496	mmu-miR-872-3p
ENSMUSG00000001517	mmu-miR-34b-5p
ENSMUSG00000001517	mmu-miR-450b-5p
ENSMUSG00000001518	mmu-miR-342-3p
ENSMUSG00000001518	mmu-miR-34b-5p
ENSMUSG00000001518	mmu-miR-450b-5p
ENSMUSG00000001518	mmu-miR-466d-5p
ENSMUSG00000001518	mmu-miR-466k
ENSMUSG00000001518	mmu-miR-532-5p
ENSMUSG00000001521	mmu-miR-188-5p
ENSMUSG00000001521	mmu-miR-342-3p
ENSMUSG00000001521	mmu-miR-34b-5p
ENSMUSG00000001521	mmu-miR-363-5p
ENSMUSG00000001521	mmu-miR-409-3p
ENSMUSG00000001521	mmu-miR-450b-5p
ENSMUSG00000001521	mmu-miR-466d-5p
ENSMUSG00000001525	mmu-miR-34b-5p
ENSMUSG00000001525	mmu-miR-362-5p
ENSMUSG00000001525	mmu-miR-363-5p
ENSMUSG00000001525	mmu-miR-542-3p
ENSMUSG00000001525	mmu-miR-669f-3p
ENSMUSG00000001542	mmu-miR-1187
ENSMUSG00000001542	mmu-miR-1198-5p
ENSMUSG00000001542	mmu-miR-188-3p
ENSMUSG00000001542	mmu-miR-320-3p
ENSMUSG00000001542	mmu-miR-34b-3p
ENSMUSG00000001542	mmu-miR-34b-5p
ENSMUSG00000001542	mmu-miR-34c-5p
ENSMUSG00000001542	mmu-miR-362-3p
ENSMUSG00000001542	mmu-miR-410-3p
ENSMUSG00000001542	mmu-miR-466d-5p
ENSMUSG00000001542	mmu-miR-466k
ENSMUSG00000001542	mmu-miR-466n-3p
ENSMUSG00000001542	mmu-miR-542-3p
ENSMUSG00000001542	mmu-miR-542-5p
ENSMUSG00000001542	mmu-miR-669f-3p
ENSMUSG00000001558	mmu-miR-151-3p
ENSMUSG00000001569	mmu-miR-1198-5p
ENSMUSG00000001569	mmu-miR-151-3p
ENSMUSG00000001569	mmu-miR-3074-1-3p
ENSMUSG00000001569	mmu-miR-362-3p
ENSMUSG00000001569	mmu-miR-466n-3p
ENSMUSG00000001569	mmu-miR-501-5p
ENSMUSG00000001569	mmu-miR-669f-3p
ENSMUSG00000001576	mmu-miR-188-3p
ENSMUSG00000001576	mmu-miR-188-5p
ENSMUSG00000001576	mmu-miR-339-3p
ENSMUSG00000001576	mmu-miR-34b-5p
ENSMUSG00000001576	mmu-miR-362-3p
ENSMUSG00000001576	mmu-miR-362-5p
ENSMUSG00000001576	mmu-miR-363-5p
ENSMUSG00000001576	mmu-miR-450b-5p
ENSMUSG00000001576	mmu-miR-532-3p
ENSMUSG00000001576	mmu-miR-542-3p
ENSMUSG00000001627	mmu-miR-466n-3p
ENSMUSG00000001627	mmu-miR-669f-3p
ENSMUSG00000001630	mmu-miR-151-3p
ENSMUSG00000001630	mmu-miR-342-3p
ENSMUSG00000001630	mmu-miR-34b-3p
ENSMUSG00000001630	mmu-miR-34b-5p
ENSMUSG00000001630	mmu-miR-363-5p
ENSMUSG00000001630	mmu-miR-450b-5p
ENSMUSG00000001630	mmu-miR-532-5p
ENSMUSG00000001630	mmu-miR-542-5p
ENSMUSG00000001632	mmu-miR-3091-3p
ENSMUSG00000001632	mmu-miR-450b-5p
ENSMUSG00000001661	mmu-miR-3074-1-3p
ENSMUSG00000001661	mmu-miR-3091-3p
ENSMUSG00000001661	mmu-miR-466d-5p
ENSMUSG00000001661	mmu-miR-501-5p
ENSMUSG00000001661	mmu-miR-542-5p
ENSMUSG00000001665	mmu-miR-1187
ENSMUSG00000001665	mmu-miR-1198-5p
ENSMUSG00000001665	mmu-miR-188-3p
ENSMUSG00000001665	mmu-miR-34b-5p
ENSMUSG00000001665	mmu-miR-466d-5p
ENSMUSG00000001665	mmu-miR-466k
ENSMUSG00000001665	mmu-miR-466n-3p
ENSMUSG00000001665	mmu-miR-532-3p
ENSMUSG00000001665	mmu-miR-542-3p
ENSMUSG00000001665	mmu-miR-542-5p
ENSMUSG00000001665	mmu-miR-669f-3p
ENSMUSG00000001687	mmu-miR-188-3p
ENSMUSG00000001687	mmu-miR-381-3p
ENSMUSG00000001687	mmu-miR-532-5p
ENSMUSG00000001687	mmu-miR-542-3p
ENSMUSG00000001707	mmu-miR-151-3p
ENSMUSG00000001707	mmu-miR-542-3p
ENSMUSG00000001729	mmu-miR-151-3p
ENSMUSG00000001729	mmu-miR-34b-5p
ENSMUSG00000001729	mmu-miR-409-3p
ENSMUSG00000001739	mmu-miR-1187
ENSMUSG00000001739	mmu-miR-34b-3p
ENSMUSG00000001739	mmu-miR-466d-5p
ENSMUSG00000001739	mmu-miR-466k
ENSMUSG00000001739	mmu-miR-466n-3p
ENSMUSG00000001739	mmu-miR-501-5p
ENSMUSG00000001739	mmu-miR-669f-3p
ENSMUSG00000001741	mmu-miR-1187
ENSMUSG00000001741	mmu-miR-1198-5p
ENSMUSG00000001741	mmu-miR-151-3p
ENSMUSG00000001741	mmu-miR-342-3p
ENSMUSG00000001741	mmu-miR-34b-3p
ENSMUSG00000001741	mmu-miR-34b-5p
ENSMUSG00000001741	mmu-miR-434-5p
ENSMUSG00000001741	mmu-miR-501-3p
ENSMUSG00000001741	mmu-miR-542-3p
ENSMUSG00000001741	mmu-miR-669f-3p
ENSMUSG00000001751	mmu-miR-363-5p
ENSMUSG00000001751	mmu-miR-542-5p
ENSMUSG00000001761	mmu-miR-1187
ENSMUSG00000001761	mmu-miR-1198-5p
ENSMUSG00000001761	mmu-miR-339-3p
ENSMUSG00000001761	mmu-miR-466d-5p
ENSMUSG00000001761	mmu-miR-466k
ENSMUSG00000001761	mmu-miR-532-3p
ENSMUSG00000001763	mmu-miR-188-3p
ENSMUSG00000001763	mmu-miR-363-5p
ENSMUSG00000001767	mmu-miR-34b-5p
ENSMUSG00000001767	mmu-miR-450b-5p
ENSMUSG00000001774	mmu-miR-151-3p
ENSMUSG00000001774	mmu-miR-188-5p
ENSMUSG00000001774	mmu-miR-362-3p
ENSMUSG00000001774	mmu-miR-542-5p
ENSMUSG00000001774	mmu-miR-669f-3p
ENSMUSG00000001785	mmu-miR-188-5p
ENSMUSG00000001785	mmu-miR-3091-3p
ENSMUSG00000001785	mmu-miR-362-5p
ENSMUSG00000001785	mmu-miR-532-5p
ENSMUSG00000001794	mmu-miR-466d-5p
ENSMUSG00000001794	mmu-miR-466k
ENSMUSG00000001829	mmu-miR-151-3p
ENSMUSG00000001829	mmu-miR-188-3p
ENSMUSG00000001829	mmu-miR-363-5p
ENSMUSG00000001829	mmu-miR-434-5p
ENSMUSG00000001829	mmu-miR-450b-5p
ENSMUSG00000001829	mmu-miR-466d-5p
ENSMUSG00000001829	mmu-miR-466k
ENSMUSG00000001829	mmu-miR-466n-3p
ENSMUSG00000001829	mmu-miR-532-3p
ENSMUSG00000001829	mmu-miR-542-3p
ENSMUSG00000001833	mmu-miR-127-3p
ENSMUSG00000001833	mmu-miR-151-3p
ENSMUSG00000001833	mmu-miR-450b-5p
ENSMUSG00000001833	mmu-miR-674-3p
ENSMUSG00000001847	mmu-miR-151-3p
ENSMUSG00000001847	mmu-miR-200b-3p
ENSMUSG00000001847	mmu-miR-34b-3p
ENSMUSG00000001847	mmu-miR-34b-5p
ENSMUSG00000001847	mmu-miR-429-3p
ENSMUSG00000001847	mmu-miR-466n-3p
ENSMUSG00000001847	mmu-miR-542-3p
ENSMUSG00000001855	mmu-miR-188-5p
ENSMUSG00000001855	mmu-miR-339-3p
ENSMUSG00000001855	mmu-miR-362-5p
ENSMUSG00000001855	mmu-miR-450b-5p
ENSMUSG00000001855	mmu-miR-532-5p
ENSMUSG00000001855	mmu-miR-542-3p
ENSMUSG00000001870	mmu-miR-152-3p
ENSMUSG00000001870	mmu-miR-188-5p
ENSMUSG00000001870	mmu-miR-298-5p
ENSMUSG00000001870	mmu-miR-450b-5p
ENSMUSG00000001870	mmu-miR-466n-3p
ENSMUSG00000001870	mmu-miR-542-3p
ENSMUSG00000001870	mmu-miR-669f-3p
ENSMUSG00000001891	mmu-miR-151-3p
ENSMUSG00000001891	mmu-miR-188-5p
ENSMUSG00000001891	mmu-miR-339-3p
ENSMUSG00000001891	mmu-miR-363-3p
ENSMUSG00000001891	mmu-miR-450b-5p
ENSMUSG00000001918	mmu-miR-362-3p
ENSMUSG00000001918	mmu-miR-501-3p
ENSMUSG00000001924	mmu-miR-1187
ENSMUSG00000001924	mmu-miR-1198-5p
ENSMUSG00000001924	mmu-miR-362-5p
ENSMUSG00000001924	mmu-miR-466k
ENSMUSG00000001924	mmu-miR-501-5p
ENSMUSG00000001942	mmu-miR-151-3p
ENSMUSG00000001942	mmu-miR-188-3p
ENSMUSG00000001942	mmu-miR-342-3p
ENSMUSG00000001942	mmu-miR-34b-3p
ENSMUSG00000001942	mmu-miR-450b-5p
ENSMUSG00000001942	mmu-miR-532-3p
ENSMUSG00000001942	mmu-miR-542-3p
ENSMUSG00000001942	mmu-miR-542-5p
ENSMUSG00000001946	mmu-miR-34b-5p
ENSMUSG00000001946	mmu-miR-450b-5p
ENSMUSG00000001948	mmu-miR-542-5p
ENSMUSG00000001964	mmu-miR-532-3p
ENSMUSG00000001998	mmu-miR-151-3p
ENSMUSG00000001998	mmu-miR-188-3p
ENSMUSG00000001998	mmu-miR-188-5p
ENSMUSG00000001998	mmu-miR-339-3p
ENSMUSG00000001998	mmu-miR-342-3p
ENSMUSG00000001998	mmu-miR-450b-5p
ENSMUSG00000001998	mmu-miR-466n-3p
ENSMUSG00000001998	mmu-miR-501-5p
ENSMUSG00000001998	mmu-miR-532-3p
ENSMUSG00000001998	mmu-miR-542-3p
ENSMUSG00000001998	mmu-miR-669f-3p
ENSMUSG00000002006	mmu-miR-363-5p
ENSMUSG00000002006	mmu-miR-450b-5p
ENSMUSG00000002006	mmu-miR-466k
ENSMUSG00000002006	mmu-miR-532-3p
ENSMUSG00000002006	mmu-miR-532-5p
ENSMUSG00000002007	mmu-miR-188-3p
ENSMUSG00000002007	mmu-miR-3091-3p
ENSMUSG00000002007	mmu-miR-532-3p
ENSMUSG00000002015	mmu-miR-1187
ENSMUSG00000002015	mmu-miR-1198-5p
ENSMUSG00000002015	mmu-miR-151-3p
ENSMUSG00000002017	mmu-miR-106a-3p
ENSMUSG00000002017	mmu-miR-107-3p
ENSMUSG00000002017	mmu-miR-17-3p
ENSMUSG00000002017	mmu-miR-26a-5p
ENSMUSG00000002017	mmu-miR-342-3p
ENSMUSG00000002017	mmu-miR-362-3p
ENSMUSG00000002017	mmu-miR-450b-5p
ENSMUSG00000002017	mmu-miR-466n-3p
ENSMUSG00000002017	mmu-miR-532-5p
ENSMUSG00000002017	mmu-miR-542-3p
ENSMUSG00000002031	mmu-miR-1187
ENSMUSG00000002031	mmu-miR-1198-5p
ENSMUSG00000002031	mmu-miR-34b-3p
ENSMUSG00000002031	mmu-miR-363-5p
ENSMUSG00000002031	mmu-miR-466d-5p
ENSMUSG00000002031	mmu-miR-466k
ENSMUSG00000002031	mmu-miR-501-3p
ENSMUSG00000002031	mmu-miR-542-3p
ENSMUSG00000002031	mmu-miR-542-5p
ENSMUSG00000002052	mmu-miR-532-3p
ENSMUSG00000002052	mmu-miR-532-5p
ENSMUSG00000002055	mmu-miR-542-5p
ENSMUSG00000002058	mmu-miR-342-3p
ENSMUSG00000002058	mmu-miR-532-3p
ENSMUSG00000002058	mmu-miR-669f-3p
ENSMUSG00000002059	mmu-miR-466n-3p
ENSMUSG00000002068	mmu-miR-15a-5p
ENSMUSG00000002068	mmu-miR-188-3p
ENSMUSG00000002068	mmu-miR-342-3p
ENSMUSG00000002068	mmu-miR-450b-5p
ENSMUSG00000002083	mmu-miR-188-5p
ENSMUSG00000002083	mmu-miR-342-3p
ENSMUSG00000002083	mmu-miR-34b-5p
ENSMUSG00000002083	mmu-miR-362-3p
ENSMUSG00000002083	mmu-miR-532-3p
ENSMUSG00000002103	mmu-miR-1187
ENSMUSG00000002103	mmu-miR-1198-5p
ENSMUSG00000002103	mmu-miR-188-3p
ENSMUSG00000002103	mmu-miR-362-5p
ENSMUSG00000002103	mmu-miR-409-3p
ENSMUSG00000002103	mmu-miR-450b-5p
ENSMUSG00000002103	mmu-miR-466k
ENSMUSG00000002103	mmu-miR-466n-3p
ENSMUSG00000002103	mmu-miR-501-5p
ENSMUSG00000002103	mmu-miR-532-3p
ENSMUSG00000002103	mmu-miR-532-5p
ENSMUSG00000002103	mmu-miR-542-3p
ENSMUSG00000002103	mmu-miR-669f-3p
ENSMUSG00000002105	mmu-miR-151-3p
ENSMUSG00000002105	mmu-miR-342-3p
ENSMUSG00000002105	mmu-miR-362-3p
ENSMUSG00000002105	mmu-miR-501-3p
ENSMUSG00000002105	mmu-miR-532-3p
ENSMUSG00000002105	mmu-miR-542-3p
ENSMUSG00000002107	mmu-miR-107-3p
ENSMUSG00000002107	mmu-miR-10a-5p
ENSMUSG00000002107	mmu-miR-1187
ENSMUSG00000002107	mmu-miR-151-3p
ENSMUSG00000002107	mmu-miR-188-3p
ENSMUSG00000002107	mmu-miR-200b-3p
ENSMUSG00000002107	mmu-miR-26a-5p
ENSMUSG00000002107	mmu-miR-3074-1-3p
ENSMUSG00000002107	mmu-miR-342-3p
ENSMUSG00000002107	mmu-miR-34b-5p
ENSMUSG00000002107	mmu-miR-361-5p
ENSMUSG00000002107	mmu-miR-362-3p
ENSMUSG00000002107	mmu-miR-363-5p
ENSMUSG00000002107	mmu-miR-381-3p
ENSMUSG00000002107	mmu-miR-410-3p
ENSMUSG00000002107	mmu-miR-429-3p
ENSMUSG00000002107	mmu-miR-450b-5p
ENSMUSG00000002107	mmu-miR-466d-5p
ENSMUSG00000002107	mmu-miR-466k
ENSMUSG00000002107	mmu-miR-466n-3p
ENSMUSG00000002107	mmu-miR-501-5p
ENSMUSG00000002107	mmu-miR-532-5p
ENSMUSG00000002109	mmu-miR-1198-5p
ENSMUSG00000002109	mmu-miR-188-3p
ENSMUSG00000002109	mmu-miR-188-5p
ENSMUSG00000002109	mmu-miR-466n-3p
ENSMUSG00000002129	mmu-miR-151-3p
ENSMUSG00000002129	mmu-miR-188-5p
ENSMUSG00000002129	mmu-miR-342-3p
ENSMUSG00000002129	mmu-miR-34b-3p
ENSMUSG00000002129	mmu-miR-362-5p
ENSMUSG00000002129	mmu-miR-363-5p
ENSMUSG00000002129	mmu-miR-450b-5p
ENSMUSG00000002129	mmu-miR-532-5p
ENSMUSG00000002129	mmu-miR-542-5p
ENSMUSG00000002147	mmu-miR-1187
ENSMUSG00000002147	mmu-miR-1198-5p
ENSMUSG00000002147	mmu-miR-188-5p
ENSMUSG00000002147	mmu-miR-342-3p
ENSMUSG00000002147	mmu-miR-34b-5p
ENSMUSG00000002147	mmu-miR-450b-5p
ENSMUSG00000002147	mmu-miR-466d-5p
ENSMUSG00000002147	mmu-miR-466k
ENSMUSG00000002147	mmu-miR-466n-3p
ENSMUSG00000002147	mmu-miR-532-3p
ENSMUSG00000002210	mmu-miR-188-3p
ENSMUSG00000002221	mmu-miR-32-3p
ENSMUSG00000002221	mmu-miR-362-3p
ENSMUSG00000002221	mmu-miR-363-5p
ENSMUSG00000002221	mmu-miR-450b-5p
ENSMUSG00000002221	mmu-miR-501-3p
ENSMUSG00000002221	mmu-miR-542-3p
ENSMUSG00000002221	mmu-miR-674-3p
ENSMUSG00000002222	mmu-miR-1187
ENSMUSG00000002222	mmu-miR-1198-5p
ENSMUSG00000002222	mmu-miR-151-3p
ENSMUSG00000002222	mmu-miR-152-3p
ENSMUSG00000002222	mmu-miR-188-3p
ENSMUSG00000002222	mmu-miR-3074-1-3p
ENSMUSG00000002222	mmu-miR-342-3p
ENSMUSG00000002222	mmu-miR-34b-5p
ENSMUSG00000002222	mmu-miR-450b-5p
ENSMUSG00000002222	mmu-miR-466n-3p
ENSMUSG00000002222	mmu-miR-532-5p
ENSMUSG00000002222	mmu-miR-669f-3p
ENSMUSG00000002227	mmu-miR-34b-5p
ENSMUSG00000002227	mmu-miR-450b-5p
ENSMUSG00000002227	mmu-miR-542-5p
ENSMUSG00000002250	mmu-miR-188-5p
ENSMUSG00000002250	mmu-miR-3091-3p
ENSMUSG00000002250	mmu-miR-339-3p
ENSMUSG00000002250	mmu-miR-466n-3p
ENSMUSG00000002250	mmu-miR-532-3p
ENSMUSG00000002250	mmu-miR-542-3p
ENSMUSG00000002250	mmu-miR-669f-3p
ENSMUSG00000002257	mmu-miR-362-5p
ENSMUSG00000002257	mmu-miR-501-5p
ENSMUSG00000002280	mmu-miR-1198-5p
ENSMUSG00000002280	mmu-miR-188-3p
ENSMUSG00000002280	mmu-miR-188-5p
ENSMUSG00000002280	mmu-miR-342-3p
ENSMUSG00000002280	mmu-miR-362-3p
ENSMUSG00000002280	mmu-miR-362-5p
ENSMUSG00000002280	mmu-miR-542-5p
ENSMUSG00000002297	mmu-miR-1187
ENSMUSG00000002297	mmu-miR-450b-5p
ENSMUSG00000002308	mmu-miR-3091-3p
ENSMUSG00000002308	mmu-miR-409-3p
ENSMUSG00000002319	mmu-miR-362-5p
ENSMUSG00000002325	mmu-miR-342-3p
ENSMUSG00000002325	mmu-miR-362-3p
ENSMUSG00000002326	mmu-miR-188-3p
ENSMUSG00000002326	mmu-miR-34b-5p
ENSMUSG00000002326	mmu-miR-542-5p
ENSMUSG00000002329	mmu-miR-151-3p
ENSMUSG00000002329	mmu-miR-188-3p
ENSMUSG00000002329	mmu-miR-188-5p
ENSMUSG00000002329	mmu-miR-532-3p
ENSMUSG00000002342	mmu-miR-188-5p
ENSMUSG00000002342	mmu-miR-339-3p
ENSMUSG00000002342	mmu-miR-342-3p
ENSMUSG00000002342	mmu-miR-34b-5p
ENSMUSG00000002342	mmu-miR-362-5p
ENSMUSG00000002342	mmu-miR-450b-5p
ENSMUSG00000002342	mmu-miR-532-3p
ENSMUSG00000002342	mmu-miR-542-5p
ENSMUSG00000002343	mmu-miR-1198-5p
ENSMUSG00000002343	mmu-miR-34b-5p
ENSMUSG00000002343	mmu-miR-466d-5p
