Protein	Ratio_0	Ratio_2	Ratio_6	Ratio_12	Ratio_18	Ratio_24
Pcyox1	0.984932	-0.682840	-0.308939	0.672080	0.064510	-0.878722
Pcyt1a	-1.271296	0.493711	0.076195	0.672080	-0.473264	3.015751
Pdap1	-1.160397	4.794266	-1.784952	1.257546	-1.530600	-3.466601
Pdcd10	-0.131452	0.508506	-0.530319	0.353105	-3.032763	-1.501862
Pdcd11	-0.512362	2.475892	-1.612723	-5.582934	-1.447706	-0.223817
Pdcd4	0.984932	4.279768	1.113210	-7.731956	0.064510	-1.147971
Pdcd5	-0.870941	1.793713	0.309816	1.437736	-1.296908	-1.291129
Pdcd6	-4.163253	0.610670	-0.744116	-0.379585	-4.043538	-0.742267
Pdcd6ip	-0.362209	0.527433	-0.720580	-0.083564	-2.706199	0.493993
Pde2a	-0.449657	2.160371	-0.326354	-0.636691	-0.556366	-2.456069
Pde4d	0.984932	-1.970800	0.102587	0.672080	0.064510	-1.147971
Pdgfrb	0.259107	0.325949	-0.992762	-2.111997	0.238583	0.012024
Pdha1	0.345744	1.978930	-0.151687	1.642390	0.890422	0.386456
Pdhb	-0.513150	0.324478	-0.439448	-0.229388	-1.199527	-0.743401
Pdhx	0.152054	0.767279	1.583476	0.107881	0.887144	-1.370444
Pdia3	-0.497396	0.504994	-0.313812	-0.433942	-0.590778	-1.019747
Pdia4	-0.350840	0.562219	-0.250845	-1.553059	0.038555	-0.600267
Pdia6	-0.018369	1.047455	0.134765	1.116191	-0.028654	-1.289635
Pdk3	0.984932	5.140580	-2.648467	0.672080	0.064510	0.392723
Pdlim1	-0.836767	1.417996	-0.257183	0.992557	-2.400966	-1.438865
Pdlim2	0.984932	2.155496	-1.707017	0.672080	-3.638279	-0.009324
Pds5a	-0.432165	1.827038	-0.406420	-2.945778	0.421119	-1.657001
Pds5b	-0.476669	1.718653	-0.120222	-1.676835	0.864105	0.124287
Pdxk	0.984932	3.498851	-1.447410	0.672080	0.064510	-0.337584
Pebp1	0.791534	1.422402	-0.068523	3.630308	-2.085534	-0.891826
Pecr	3.747837	1.221580	1.113210	-2.643910	0.064510	-1.147971
Pef1	0.984932	1.543558	-0.713409	0.672080	4.621868	0.446769
Pelo	-2.088538	1.829338	-0.039567	0.401875	-0.299988	-1.378502
Pelp1	-2.699183	1.693217	1.314833	-3.122781	1.264384	-1.467792
Pes1	-0.691590	0.127904	-0.719603	-1.266389	-1.146115	-2.545778
Pex11b	-3.490712	4.663110	3.001833	3.189191	0.610657	-1.147971
Pex14	0.933183	0.683006	-1.344792	-0.775677	-0.787711	0.159416
Pfas	0.624483	1.745052	-0.980571	0.490467	0.179095	-1.634344
Pfdn1	0.984932	2.845631	-5.181548	0.269848	0.064510	-1.147971
Pfdn2	1.871333	2.118981	0.012631	-1.130557	-0.389445	-1.217890
Pfdn5	4.058977	-1.480640	-0.488494	3.246650	-0.363459	-1.833006
Pfdn6	-2.552248	-0.106150	0.988453	-2.755011	0.064510	-2.917603
Pfkl	0.973308	0.660823	-0.990285	0.672080	0.064510	0.541171
Pfkp	-0.391718	1.893468	-0.918714	5.622392	1.721054	-0.870627
Pfn1	0.484751	0.832170	-0.049191	2.627017	-1.408468	-1.223750
Pgam1	0.915837	2.378801	-0.495820	3.131020	1.927612	-0.717254
Pgam5	-0.499761	0.245219	-1.919420	-1.685023	-0.051501	-0.905727
Pgd	-0.541246	0.876854	-0.348059	-0.996120	-2.156887	-0.404661
Pgk1	0.500089	1.204946	-0.342895	0.984684	-0.595492	-0.711786
Pgls	-0.121910	1.215253	0.159950	0.596508	1.735898	-1.554611
Pgm1	0.240814	2.662749	-1.111672	-1.715478	-1.058709	-0.433652
Pgm2l1	-2.723428	0.917220	0.412287	-2.391317	0.064510	-1.460994
Pgrmc1	0.984932	0.781978	-1.067632	-3.052207	1.207611	-0.669528
Pgrmc2	-1.303389	0.508416	0.524390	-1.981945	0.397334	-0.466101
Phb	-0.100907	1.371209	-0.547074	0.384241	-1.083396	-0.842323
Phb2	-0.902660	0.763810	-0.310481	-0.378100	-0.206878	-0.764508
Phf5a	0.319993	0.586557	1.113210	-0.604344	-0.345031	-1.147971
Phf6	-1.915064	2.427238	-1.326907	-1.243887	2.695195	0.061750
Phgdh	-0.014884	1.121582	-0.846309	0.133260	-0.796826	-0.933799
Phip	0.622572	0.439217	-0.066773	-8.702309	2.946758	0.631111
Phpt1	-1.716458	-0.256732	1.113210	-5.341456	-3.298912	-1.147971
Picalm	-0.890639	1.416492	0.250136	-2.458804	1.014576	-0.143256
Pigk	0.984932	0.540783	-0.023036	0.672080	0.064510	0.405481
Pigs	3.880259	2.719898	-3.163230	0.672080	0.064510	-1.095520
Pih1d1	0.984932	-1.451267	5.035192	2.365431	0.064510	0.241185
Pik3ap1	-1.282004	3.690673	-0.708247	-0.229160	-4.041610	0.899505
Pin1	-0.101071	0.059433	0.540433	4.661980	-4.977544	-3.370375
Pin4	-0.975381	1.870033	-0.213879	-4.483022	-0.234510	1.532641
Pip4k2a	0.984932	1.221580	10.121832	9.679447	-1.277101	-1.147971
Pitpnb	0.074356	4.710135	-4.588716	-6.010547	0.709276	-1.147971
Pitrm1	-1.585251	-0.456272	-0.138966	-2.879160	0.189723	-0.928662
Piwil4	-0.314844	-0.072749	1.113210	4.533536	0.064510	-3.878341
Pkm	0.755713	1.275738	-0.382409	-0.272271	-0.668676	-1.077950
Plaa	-0.293545	-2.914278	-0.405529	-2.826674	-0.459927	-1.147971
Plac8	-0.305912	-0.027393	0.191922	1.072122	-1.199862	-0.332055
Plcg2	-0.934376	0.872983	-0.428591	-0.071536	-1.412408	-1.377270
Plec	0.984932	-0.001395	0.413053	1.800612	-4.479286	-4.016173
Plrg1	-1.740517	0.459030	-0.119387	-4.251701	-1.239421	-0.249475
Plscr1	-1.188998	3.039862	0.242555	-2.932487	-3.840343	-2.261038
Pmf1	-2.203318	1.112856	-0.488021	0.672080	0.722273	-1.119616
Pmm2	-4.942141	-4.170488	1.113210	-3.186463	-2.561261	-1.147971
Pmpca	-4.155930	-0.584524	0.896256	2.962108	-2.844324	-2.625789
Pmpcb	0.581439	1.449453	-2.104838	-3.200157	-1.260171	-1.544195
Pnn	-1.463442	2.953072	-0.853584	-0.682036	-0.416363	-0.136565
Pno1	-0.483671	1.368725	-0.711993	0.194328	-1.322687	-4.100941
Pnp	-0.755722	-0.554029	0.024140	0.290566	-1.944761	-2.583947
Pola1	-1.625321	1.637775	-0.627665	2.830200	1.430169	-1.017019
Pola2	-1.070449	-3.468152	4.013041	-1.706438	-1.262247	-1.147971
Pold1	-0.627362	1.364585	-0.346652	-0.798795	-3.474650	-0.737539
Pold2	11.059350	12.235459	4.581981	3.597397	0.064510	2.286166
Pold3	0.984932	1.200608	2.310405	0.672080	-0.516884	-0.627717
Poldip3	-1.128578	0.692827	-0.812269	-2.262721	1.061142	-0.580878
Pole3	-0.111948	0.796061	-1.171491	-0.886974	-1.421198	-2.375585
Polr1a	1.189108	1.221580	1.113210	-6.139070	2.833181	-1.147971
Polr1c	-1.910772	0.964325	-0.401569	0.727564	-1.461865	-1.765725
Polr2a	-0.762101	0.843094	-1.234097	-2.367776	0.377328	-1.509609
Polr2b	1.095859	0.394817	-0.373036	-3.157977	0.354130	2.510808
Polr2c	-1.611963	1.295693	-2.140317	-1.807449	-0.089550	-1.335381
Polr2e	-1.177425	0.799587	-0.567609	-2.835182	0.468763	0.052277
Polr2h	0.229409	0.858340	0.305485	-2.104745	2.138896	-1.909813
Por	-0.789116	-3.415656	-2.153981	-3.498284	3.779573	-0.810500
Ppa1	1.097732	1.960088	-0.413311	5.637063	-4.008996	0.926206
Ppan	-1.170897	0.358512	-0.883341	-1.059423	-2.394928	-0.235401
Ppia	0.480224	1.471084	-0.138648	1.173537	-1.560914	-0.961025
Ppib	0.219228	1.211347	-0.244686	0.957796	-0.959656	-0.763116
Ppid	-2.329717	0.244498	-0.514678	0.480512	-5.646752	-0.887198
Ppif	0.984932	-2.012005	1.539425	2.618043	0.064510	-1.894767
Ppig	-0.758656	1.520596	1.113210	-1.373134	0.164164	-0.264659
Ppih	0.984932	-2.933762	-3.422695	0.672080	0.064510	1.740122
Ppil1	-1.107349	0.540377	0.109271	-1.329087	-1.812662	-1.010338
Ppil2	0.826542	1.221580	-0.541003	-3.851822	-0.169892	-1.147971
Ppm1f	2.477532	-1.648553	-1.035479	-3.070608	0.064510	-1.344394
Ppm1g	-0.903218	0.844329	-0.421450	-0.303351	-0.523711	0.590846
Ppp1ca	-0.618949	0.660301	-0.376388	0.976795	-2.263377	-1.253984
Ppp1cb	-0.825218	-0.150449	0.189928	0.367499	-1.182972	-2.230478
Ppp1cc	4.034355	0.504312	-0.728433	4.281246	-3.437835	-0.253923
Ppp1r10	0.984932	0.381345	-0.712428	0.672080	-2.407587	-1.388692
Ppp1r12a	3.072432	0.594455	-2.572095	2.909437	-1.397847	-1.537821
Ppp1r14b	0.984932	3.614213	-4.903916	4.555324	0.064510	-1.147971
Ppp1r16b	0.984932	2.158961	-4.535009	0.672080	0.064510	-1.147971
Ppp1r18	-1.426312	2.618379	-0.832601	-3.117392	-4.667160	0.634642
Ppp1r7	0.984932	1.225343	-1.621537	0.672080	-1.399620	-1.254320
Ppp2ca	0.984932	0.625907	-1.030240	6.528674	0.064510	-0.535395
Ppp2r1a	-0.631929	0.859911	-0.004627	-0.501407	0.036062	-1.086573
Ppp2r1b	-0.096106	6.001556	-0.819739	0.448509	0.089731	1.122865
Ppp2r2a	0.984932	0.331359	-0.210745	3.956132	-2.713953	-0.435724
Ppp2r4	0.984932	0.370889	0.875889	4.329615	0.064510	-1.745415
Ppp2r5c	0.984932	-1.622825	-0.526125	3.681884	0.064510	-0.793046
Ppp3ca	-1.115774	1.221580	2.269175	0.672080	0.064510	0.434708
Ppp3r2	0.353810	1.221580	1.113210	-3.081757	1.129812	-1.147971
Ppp4r2	1.038849	1.221580	1.113210	-3.637650	1.538114	-1.147971
Ppp4r4	0.092101	-3.934752	-0.662673	-1.178036	-3.434671	-1.770531
Ppp5c	-0.499672	2.700377	-2.858795	-3.555241	0.064510	-1.147971
Ppp6c	0.984932	1.009000	-0.505915	4.172660	0.064510	-0.919650
Ppp6r1	2.849310	1.221580	1.113210	-1.939187	-1.837016	-1.147971
Ppwd1	0.984932	0.035165	-0.194264	-1.597980	0.064510	0.309095
Pqbp1	-2.883178	-0.459507	-0.352090	3.062151	0.064510	0.448617
Prdx1	0.060318	0.842229	-0.416295	0.272578	-0.927375	-1.213417
Prdx2	1.430457	1.353249	-0.290312	0.399461	-0.646557	0.056702
Prdx3	0.048199	1.027444	-0.511574	0.608019	0.891458	-1.006236
Prdx4	0.132461	0.767386	-0.680654	1.948507	-5.053704	-0.327220
Prdx5	-0.574749	0.650101	-0.594860	2.940797	-0.613219	-0.890497
Prdx6	0.254380	1.493728	-0.171057	0.812388	-0.957261	-1.561007
Prep	4.405511	0.769928	-0.157000	1.592942	4.230129	-1.060561
Prim1	-4.057081	2.651720	0.002556	3.137412	-3.113986	0.873251
Prim2	-1.556046	3.554665	-0.565739	-3.472935	-4.992965	-2.400664
Prkaa2	0.984932	0.562332	-0.662589	0.672080	0.064510	-1.434699
Prkaca	-3.322154	-1.657154	0.234057	0.672080	0.064510	1.003516
Prkacb	0.984932	1.014576	-0.741546	1.166517	0.064510	-0.468132
Prkar1a	-3.792592	1.349505	-0.338320	0.130030	4.065200	-0.135455
Prkar2a	3.082412	0.456597	-1.449185	0.672080	0.064510	-1.816162
Prkar2b	0.984932	2.105077	-1.056345	0.672080	0.064510	0.103105
Prkca	-0.028234	6.082919	1.113210	2.199120	0.648450	-1.147971
Prkcsh	-0.236707	1.124948	-0.676460	-1.381932	0.366932	-1.049710
Prmt1	-0.917276	1.385598	0.017151	2.809217	-2.033387	-1.362825
Prmt5	-0.272587	1.580879	-0.975213	0.547794	-0.190533	-0.761318
Prosc	0.984932	-0.445719	0.462173	1.020555	0.064510	-0.848541
Prpf19	-0.581698	2.006246	-0.616771	0.961090	-1.133929	0.083546
Prpf3	-0.447800	0.076833	1.113210	-4.116798	-3.358300	-1.147971
Prpf31	-0.985432	1.035756	-0.793377	2.442754	0.895162	-1.020007
Prpf38b	16.180716	14.122790	1.113210	0.672080	0.064510	-1.147971
Prpf4	-1.290309	0.605326	1.986386	2.940131	-0.737406	-1.147971
Prpf40a	-2.107106	3.003406	-0.414710	1.996921	0.936484	0.271499
Prpf4b	0.984932	4.061515	0.199948	3.981632	0.064510	0.495314
Prpf6	0.984932	1.428850	-0.777956	-4.369359	0.630338	1.712277
Prpf8	-0.181925	1.903593	-0.332937	1.728960	-0.390700	-0.573689
Prps1	-1.285191	1.327929	-0.735187	0.017491	-0.684188	-1.455037
Prps2	-0.611926	-0.775380	-0.312634	-1.957869	-2.485591	-1.046924
Prpsap1	3.840438	2.379670	-1.098414	3.624515	-1.319443	-0.369261
Prpsap2	0.984932	-0.889539	10.430165	9.717472	0.064510	-1.147971
Prrc2a	0.984932	1.221580	-2.038161	-3.603043	1.706427	-1.147971
Prrc2c	-1.003069	-2.149277	0.271914	-4.248272	0.458641	-1.147971
Psap	0.231335	-0.494352	-0.766200	-1.616648	-0.571999	-0.935882
Psat1	-0.641652	0.608900	-0.300042	0.742618	-0.939210	-1.392827
Psip1	-0.491696	0.876059	-1.164738	-1.252218	-0.494285	-0.192775
Psma1	0.968814	2.547203	-0.708440	-1.330228	-0.254074	-0.567128
Psma2	-0.383056	1.017995	-0.935806	-0.916650	1.163122	-1.135420
Psma3	-0.740362	2.171576	-0.662536	-2.263692	-1.016975	-1.414045
Psma4	1.526977	0.729506	1.660079	-2.063064	-4.533326	-0.400537
Psma5	0.024726	0.523599	-1.011020	0.977725	-1.067954	-1.126300
Psma6	-0.429519	1.652494	-1.053670	-0.459549	-0.610052	0.941731
Psma7	-0.055678	0.963489	-0.044308	-0.004236	-3.790730	-0.797824
Psmb1	-0.769931	2.271533	-0.807199	7.551481	-4.110837	-0.725342
Psmb10	-0.243157	1.538200	0.960169	-1.370691	-1.346097	0.929787
Psmb2	-0.475378	1.993617	-1.581502	-1.035238	-1.510355	-1.704801
Psmb3	-1.357312	-0.302540	-0.841406	-1.453489	-1.555191	-0.799687
Psmb4	1.266975	1.328475	0.375154	1.052841	-0.481399	-0.108957
Psmb5	1.048077	1.221580	1.113210	-4.160767	-3.018841	-1.147971
Psmb6	-0.970121	3.018348	-2.950857	-2.508498	-3.438728	-0.331015
Psmb7	0.104168	1.725765	-1.142303	-4.123544	1.772983	0.880841
Psmb8	0.526586	0.193171	-1.953721	0.662888	-1.282408	-1.869559
Psmb9	0.949853	5.176819	-1.832468	-2.415904	-0.112399	-0.645002
Psmc1	-1.594443	1.039270	-0.532108	-0.390222	-2.533074	-0.319288
Psmc2	-0.417684	1.141276	-0.831208	-0.757583	-0.336929	-0.545574
Psmc3	-0.061767	0.760901	-0.335583	1.376536	-5.201232	-0.798781
Psmc4	0.017390	0.514244	-0.605802	0.655962	-5.028336	-1.257757
Psmc5	-0.250972	0.962105	-0.840925	-2.944974	0.547084	-1.368910
Psmc6	-0.252567	1.264794	-0.793241	1.708311	-3.967546	-0.469473
Psmd1	-0.407180	0.879117	-1.080571	0.454202	-3.236196	-0.820366
Psmd11	-0.132422	0.676180	-0.129449	1.395287	-2.539262	-1.485735
Psmd12	-0.613444	1.202746	-0.338724	-1.718440	-0.192440	-1.446881
Psmd13	-0.257071	1.477729	-1.138376	-1.853850	0.438957	-2.602861
Psmd14	-0.471531	0.340670	-0.023110	5.665167	-3.436252	-1.515845
Psmd2	-0.582127	1.599339	-0.347004	-0.399324	-0.557695	-1.151353
Psmd3	0.279146	1.038235	-0.129745	0.468177	-3.331574	-0.538828
Psmd4	-0.446851	1.281190	0.159700	2.034888	0.638366	-1.215911
Psmd5	-0.936134	0.139557	0.230856	1.597004	-3.257029	-0.459573
Psmd6	-0.385596	3.772013	-0.368670	-1.211187	-2.960481	-0.553139
Psmd7	-0.413653	0.964997	-0.413802	-2.672363	0.453062	-0.326197
Psmd8	-0.800893	1.096497	-0.078174	6.180072	0.064510	0.576616
Psmd9	0.213630	2.208777	-2.704949	-0.445855	2.076209	-0.207985
Psme1	0.093984	2.469596	-0.714472	3.592949	-1.652857	-1.553270
Psme2	-0.200227	0.107035	-1.175684	-1.463805	-3.733624	-0.783441
Psme3	0.297920	0.649476	-0.316888	1.008372	-2.845614	-2.478103
Psme4	0.150401	0.336046	1.113210	-2.511583	2.417573	-1.147971
Psmg1	1.719508	2.015103	-0.270003	1.124174	0.548371	-1.773503
Pspc1	0.984932	1.647182	-0.017976	0.672080	0.064510	0.247407
Psph	4.199013	3.600565	-2.101245	2.051899	2.132803	-1.071542
Ptbp1	0.695416	1.238216	-0.061801	2.028938	-1.340217	-0.792432
Ptbp3	-0.719025	0.441580	-0.583482	2.538083	0.301917	0.227086
Ptcd3	0.984932	2.652497	-0.260348	2.811984	0.064510	0.398089
Pten	2.390979	3.502987	-4.692851	0.672080	0.933852	-1.147971
Ptges3	-1.364057	1.539057	-0.248230	0.592813	-1.865190	0.290198
Ptgr1	4.939113	3.790080	-0.790094	3.340748	0.064510	-1.372548
Ptgs1	-1.138486	1.538408	-1.692175	4.466883	0.064510	-0.714027
Ptma	0.612580	0.769173	-0.159383	-2.825722	1.169984	-1.017212
Ptplb	0.984932	0.283740	0.179322	-1.477194	0.464208	-1.091278
Ptpn6	-0.088024	1.465376	-0.341140	-1.290362	-0.620998	-0.878196
Ptprc	-0.065785	0.216095	-0.325710	0.677889	-0.725267	-0.170735
Ptprcap	0.984932	2.050797	-0.597243	4.206902	0.064510	-0.068259
Ptrh2	-2.818084	0.603908	-0.769549	-1.107264	-3.102021	-0.564122
Puf60	-0.543970	2.456600	-0.862629	0.550276	-2.934167	-1.321019
Pum2	-0.934808	-3.572437	0.150561	-5.079294	0.436231	-1.147971
Pura	1.127592	1.980261	-0.376513	1.609721	0.194900	1.156893
Purb	-1.714492	0.818002	-0.246807	-2.292886	-0.103294	1.923351
Pus1	-1.642109	1.221580	-0.174490	0.672080	-2.768844	-0.349601
Pwp1	4.200252	1.221580	1.113210	-5.471679	-0.696768	-1.147971
Pxn	0.984932	1.221580	2.715876	-3.377875	0.064510	-3.472402
Pycard	-0.732566	-0.967132	-0.197308	-4.948672	-2.262468	0.391611
Pycr2	-0.603876	1.763814	-0.334680	-0.392488	0.672012	-0.260419
Pycrl	-0.211749	4.579416	-4.430083	-0.819717	-2.092213	-1.147971
Pygb	0.745280	4.039674	-1.086187	-3.863048	2.807066	-1.147971
Qdpr	-1.696722	2.816528	0.100776	0.360359	3.792690	0.529388
Qil1	0.984932	2.768023	0.670293	0.672080	0.064510	-2.116448
Qrich1	0.984932	1.221580	-0.704252	-0.129773	0.064510	-1.147971
Rab10	-1.457533	0.552337	-0.444867	-1.696889	-0.265648	-1.003472
Rab11b	0.313040	0.475153	-0.649335	0.387106	-2.785813	-1.080364
Rab11fip3	-0.657474	1.221580	1.113210	0.672080	4.307155	-1.147971
Rab14	-0.086381	1.614730	-0.496223	1.290840	-1.713565	-0.687590
Rab18	-0.559815	-1.167400	-0.413604	0.415057	-2.450344	-0.531004
Rab1A	1.031231	1.837654	-0.536697	2.478190	1.551612	-1.708151
Rab1b	-1.212605	1.251441	-0.197542	2.462004	-2.966969	-0.986394
Rab21	-0.520638	-1.555787	1.113210	-4.801102	0.658227	-1.147971
Rab2a	0.680685	4.152430	-0.873697	4.592658	-0.159169	-1.158105
Rab3gap1	1.551345	2.535240	1.113210	-3.853110	0.028417	-1.147971
Rab3gap2	0.044595	3.681305	-0.559693	-2.150619	0.196691	-1.018084
Rab5a	0.984932	2.478497	-1.202027	0.672080	0.064510	-0.291737
Rab5b	0.984932	1.221580	-1.189434	0.672080	0.064510	-1.147971
Rab5c	-0.752501	0.355891	-0.283369	-0.647274	-0.911819	-0.713158
Rab6a	-0.606335	-5.061093	-3.127579	-3.020251	-1.323294	-1.147971
Rab7a	-0.466776	1.233443	-0.319655	1.061296	-2.623987	-0.907435
Rab8a	-2.698834	0.547536	-0.312234	-1.229864	-2.847584	-1.582915
Rab8b	-2.396346	-1.180846	0.710664	-2.176579	-1.666895	-1.389942
Rabl6	3.730889	1.221580	1.113210	0.198257	0.064510	-1.147971
Rac1	-0.472444	1.633417	-0.906650	-1.832825	-1.557247	0.167778
Rac2	-0.358683	0.773691	-0.304350	-0.671885	-1.509186	-0.683607
Rad21	-2.998074	1.325453	-1.321663	-4.429683	-4.513194	-1.257288
Rad23b	1.310118	1.280238	-1.969731	-2.479056	-0.222923	0.453126
Rad50	-0.323010	0.900584	-0.740383	-5.502648	0.953981	-0.118552
Rae1	0.327428	1.482734	0.527749	-1.278387	-0.607192	-1.453625
Ralb	-0.004797	0.839066	-0.658243	-2.622864	-2.107847	-1.633878
Raly	-0.250655	1.242993	0.118263	-0.167577	0.691362	-1.082046
Ran	0.625376	0.585609	-0.373003	0.229702	-0.461341	-1.058311
Ranbp1	-0.996688	1.261448	-0.313245	1.054647	-0.466473	-1.448026
Ranbp2	-1.157419	0.790279	-0.345422	-2.368345	-0.661581	-0.377982
Ranbp3	-0.797982	1.187196	0.497563	-3.252402	0.386305	-3.296795
Rangap1	-0.673597	0.648850	0.188968	-1.985351	-2.262986	-0.514293
Rap1a	-1.689784	1.221580	1.113210	4.025239	-0.573989	0.286557
Rap1b	-1.316781	0.281593	-0.520251	0.340326	-1.146404	-0.439305
Rap2c	0.188351	-2.868210	-0.330347	-3.105680	-1.497489	1.468653
Rars	-1.412914	1.129774	-0.377092	-1.342283	-1.863582	-0.635782
Rars2	2.343022	0.482341	-3.719446	0.672080	0.064510	-1.147971
Rasgrp2	0.984932	2.015150	-2.634482	0.672080	0.064510	0.924123
Rassf2	-1.012402	2.294285	1.113210	-1.282039	-0.377106	-1.147971
Rassf4	-0.876467	1.221580	1.113210	0.672080	-1.317630	-1.147971
Raver1	-1.306766	1.991830	-0.840765	-0.993406	-2.036837	-0.657116
Rbbp4	-0.739361	1.055569	-0.241314	0.419495	-0.371772	-0.792396
Rbbp7	-0.831199	0.829019	0.050970	-0.307280	-2.644249	-0.873783
Rbl1	1.970749	1.221580	10.179519	10.007640	0.064510	-1.147971
Rbm10	0.984932	3.296303	-3.246375	-4.242968	2.999124	-0.333526
Rbm12	1.753841	3.995280	-0.718357	-7.244746	-2.478752	-1.147971
Rbm14	-2.098686	0.500674	-0.421605	-0.153168	-1.328097	-0.483383
Rbm17	-0.161761	1.894581	-0.730189	1.335179	-2.593374	0.759559
Rbm19	0.984932	0.070003	-0.028283	1.347942	-0.656648	-0.665082
Rbm22	-1.052713	1.195897	-0.701251	-0.954485	1.013357	-2.212292
Rbm25	-1.103331	0.652487	-0.299641	-1.104457	1.072020	-0.461759
Rbm26	0.754136	-0.068085	0.695988	0.483102	0.593504	-4.938252
Rbm28	-1.545137	0.116129	0.048806	0.435503	2.993900	-1.975662
Rbm3	-1.346481	1.072401	-0.678317	1.912067	2.190348	-0.971530
Rbm34	-1.683407	1.221580	10.262342	9.906601	0.064510	-1.147971
Rbm39	0.103600	1.388022	-0.151603	0.578447	-2.392563	-0.923703
Rbm42	0.984932	1.006298	-0.838278	3.643963	0.064510	-1.147971
Rbm8a	-0.636174	0.524036	-0.499430	-0.585256	-5.798510	0.309007
Rbmx2	0.099733	2.626450	1.113210	-2.105442	1.825391	-1.147971
Rbmxl1	-0.525776	1.170674	-0.115942	-0.783211	0.815866	-0.719344
Rbx1	4.887149	3.580423	4.386055	-0.492916	-3.678418	-2.200337
Rcc1	0.252200	1.002204	-0.081185	-3.240557	-1.098141	-1.011358
Rcc2	-0.192296	1.103266	-0.226798	0.706619	-1.222330	-1.009158
Rcl1	-2.081626	1.221580	10.402922	9.677423	-1.757085	-1.147971
Rcn1	-1.285340	1.221580	9.885724	10.162551	0.064510	-1.147971
Rcn2	-3.551118	-0.297766	0.051972	0.672080	-1.534323	-1.437942
Rdh11	-0.380217	0.295099	-0.718594	-1.141096	-1.893271	-1.707478
Rdh13	0.984932	1.221580	1.113210	-2.755067	0.064510	-3.728922
Rdx	0.771149	2.331405	-1.236592	-2.455664	-1.813612	-2.534564
Reep5	1.097351	1.177075	-1.589637	-1.694840	2.690186	0.024366
Rer1	-1.369245	1.221580	1.113210	0.672080	-2.787456	-1.147971
Rexo2	0.984932	2.071466	-3.381885	0.672080	-4.272692	0.094069
Rfc1	-1.239995	0.823464	-1.537851	-2.207179	-1.130155	1.685462
Rfc2	-0.502555	1.519916	-0.069108	-2.221295	-2.313490	-0.322296
Rfc3	-1.716163	0.137603	-1.037944	-1.434990	0.550391	-0.173432
Rfc4	0.839844	-0.236982	0.189432	-2.082621	-3.562735	-1.166624
Rfc5	-0.568961	1.152048	-0.403182	-0.577086	0.520602	-1.217855
Rftn1	4.224043	1.221580	1.113210	-4.115310	1.622894	-1.147971
Rfxap	0.984932	-0.125526	-1.112955	2.557231	0.064510	1.067006
Rheb	0.984932	1.221580	-1.967002	0.672080	0.064510	-1.147971
Rhoa	-1.438728	1.532984	-0.449018	0.689012	-0.899524	-1.108597
Rhog	0.022036	1.863312	-1.005646	0.978011	-2.649833	-0.752618
Rif1	-3.253968	1.221580	1.113210	0.672080	3.611469	-1.147971
Rltpr	0.984932	1.221580	1.113210	-2.831705	0.717244	-1.147971
Rmdn3	0.984932	2.553573	-1.277133	0.672080	0.064510	0.295023
Rnaseh2a	-1.848725	2.836106	0.094319	-3.606392	0.064510	-1.147971
Rnf126	2.579531	1.221580	1.113210	-0.073312	0.064510	-1.147971
Rnh1	-0.755090	0.470113	-1.083253	-1.422490	-0.023511	1.520290
Rnmt	-2.639765	0.198670	0.123583	2.766961	-0.147826	-2.228267
Rnpep	-0.373498	1.909584	1.113210	-5.728531	0.391693	-1.147971
Rnps1	0.086260	0.213158	-0.589697	0.053466	-2.187669	-1.101392
Romo1	-1.250484	-1.594863	1.113210	3.791644	-0.683247	-1.147971
Rpa1	0.725621	2.174487	-0.555721	-1.177426	0.272450	-0.781396
Rpa2	-0.346947	0.627818	0.158440	2.248961	-2.577636	-1.206766
Rpa3	-0.173901	1.918267	-0.415635	4.929898	0.064510	-1.504846
Rpap3	0.984932	1.221580	1.113210	-0.665063	0.064510	-1.147971
Rpf2	-0.413821	0.410395	-1.450566	-0.277428	-1.988265	-2.393847
Rpgrip1l	0.984932	1.221580	0.665823	0.672080	0.064510	-1.147971
Rpia	0.984932	3.872466	0.038503	0.672080	0.064510	-1.147971
Rpl10	0.056189	1.110663	-0.164440	-1.150041	-0.191996	-0.975753
Rpl10a	-0.789305	0.627131	-0.156384	-0.055645	-2.042528	-1.033842
Rpl11	0.839253	1.076282	-0.583907	-0.075672	-0.077992	-1.086302
Rpl12	-0.227870	0.686007	-0.469354	0.757539	-0.626215	-1.169964
Rpl13	0.056338	1.166180	-0.131540	0.048356	-0.846104	-0.813991
Rpl13a	0.314549	0.216898	-0.387946	-0.697410	-0.565956	-1.025924
Rpl14	-0.271327	0.047177	-0.392617	-0.153712	-0.610579	-1.100471
Rpl15	-1.937595	0.681484	-0.399642	0.963280	-2.258850	-0.905915
Rpl17	0.125156	0.503931	-0.538959	-0.399323	-0.994655	-0.946675
Rpl18	-0.128373	1.037383	-0.310552	0.762458	-0.673403	-1.069180
Rpl18a	0.163112	1.304469	-0.591697	-0.006088	-0.966676	-1.046445
Rpl19	-0.205685	1.552845	-0.745221	-0.967051	-3.071265	-1.067769
Rpl21	0.560024	1.316680	-0.395141	1.572723	-4.418568	-0.923686
Rpl22	0.249062	1.032951	-0.296055	1.708580	0.004843	-1.318796
Rpl22l1	1.354963	1.665385	-1.105272	2.394098	-0.872112	0.890397
