#Gene name	I/C_0h	I/C_2h	I/C_6h	I/C_12h	I/C_18h	I/C_24h
ENSMUSG00000022884	0.346325	0.159090	0.121419	-0.166563	-0.350662	-0.567156
ENSMUSG00000022885	0.114391	0.336973	1.638141	0.566201	0.910234	0.889974
ENSMUSG00000022887	0.362671	-0.475822	-0.565944	0.203174	-0.098212	-0.237047
ENSMUSG00000022889	0.476726	0.345970	0.118699	-0.381043	-0.072104	-0.517690
ENSMUSG00000022890	-0.051470	-0.241229	-0.265304	-0.230456	-0.019942	-0.001722
ENSMUSG00000022892	-0.143186	0.324015	0.978705	0.614673	1.160020	1.479138
ENSMUSG00000022893	-0.811381	0.448010	-0.714408	0.213521	0.713102	0.237653
ENSMUSG00000022895	0.017496	-0.030675	0.075658	-0.031204	0.157621	0.004793
ENSMUSG00000022897	-0.229814	0.187465	0.468458	0.271298	-0.040833	0.086911
ENSMUSG00000022898	-0.121011	-0.065846	0.171890	0.352488	0.107684	0.247806
ENSMUSG00000022900	-0.524530	0.169378	-0.078212	0.133800	0.391625	0.101994
ENSMUSG00000022905	0.236957	0.124125	0.127803	-0.330687	0.108951	0.014809
ENSMUSG00000022906	-0.146378	-0.192186	-0.529169	-0.187057	-0.391199	-0.413406
ENSMUSG00000022911	-0.544911	0.460721	0.317249	1.777993	1.501898	2.248208
ENSMUSG00000022912	1.089899	-0.114332	0.078905	-0.382050	-0.607074	0.039951
ENSMUSG00000022913	0.561576	0.521903	0.127151	0.375937	0.526679	0.370393
ENSMUSG00000022914	0.520111	0.468352	0.360303	0.975398	0.308129	0.515228
ENSMUSG00000022931	-0.572776	-0.171382	0.578073	1.860469	0.301462	0.666015
ENSMUSG00000022935	-0.404858	0.983600	0.427023	1.276776	1.986410	1.522075
ENSMUSG00000022938	-0.860600	0.249974	-0.139361	0.365014	-0.364803	0.007600
ENSMUSG00000022940	0.238192	0.036581	0.012771	-0.262492	-0.028177	0.192354
ENSMUSG00000022941	-0.028933	0.236879	-0.270661	-0.376861	-0.443566	0.056584
ENSMUSG00000022945	-0.193852	0.097973	0.131589	-0.022275	-0.025688	-0.127982
ENSMUSG00000022946	-0.145021	0.038459	0.349805	-0.019636	-0.072890	-0.070112
ENSMUSG00000022948	-0.574407	0.001224	-0.016069	0.007138	0.612191	0.039497
ENSMUSG00000022949	-0.204152	-0.132629	-0.301230	0.406243	0.105291	0.330099
ENSMUSG00000022951	-0.025332	-0.129720	0.052034	0.129430	0.298143	0.123648
ENSMUSG00000022952	0.053226	0.904309	0.781087	0.361515	0.785899	1.078411
ENSMUSG00000022956	0.226349	-0.182350	0.041136	-0.107241	0.297843	-0.137331
ENSMUSG00000022957	-0.303695	0.051360	-0.105065	-0.164239	0.234379	-0.061645
ENSMUSG00000022960	0.790284	0.263492	0.743706	-0.104122	0.371891	0.076731
ENSMUSG00000022961	0.196566	-0.075590	-0.057216	-0.361933	-0.045047	-0.348663
ENSMUSG00000022962	0.322717	0.261929	-0.041635	-0.131508	-0.022206	-0.028013
ENSMUSG00000022964	0.231854	-0.192028	0.084363	-0.041115	0.087322	0.092577
ENSMUSG00000022965	0.129389	-0.230410	-0.163480	-0.090622	-0.318262	0.027685
ENSMUSG00000022967	0.218959	-0.392251	-0.147757	-0.708970	0.101854	0.020121
ENSMUSG00000022969	-0.052255	-0.244625	0.153722	0.127928	-0.162924	-0.266831
ENSMUSG00000022971	0.253826	0.051550	0.260424	0.152733	0.027274	-0.018024
ENSMUSG00000022972	0.067172	-0.073674	0.266262	-0.144309	0.084050	-0.126390
ENSMUSG00000022973	-0.086364	0.318042	0.461612	0.200168	0.023460	0.110984
ENSMUSG00000022978	0.372327	0.121261	-0.129887	-0.100574	-0.273122	-0.173565
ENSMUSG00000022982	0.705052	0.067726	0.263179	-0.222509	0.195494	-0.049301
ENSMUSG00000022983	0.939271	0.478688	0.513282	-0.042615	0.543467	0.119175
ENSMUSG00000022991	0.158795	0.163921	-0.046934	-0.440974	0.166165	-0.569030
ENSMUSG00000022992	-0.225557	0.002050	-0.110157	-0.105645	-0.429910	-0.351797
ENSMUSG00000022993	-0.454463	-0.172630	-0.249800	-0.083046	-0.074574	0.027430
ENSMUSG00000022994	0.777716	0.503881	0.247262	0.091425	0.335673	-0.164607
ENSMUSG00000022995	0.636634	1.359143	-0.058819	0.866334	0.854688	1.056769
ENSMUSG00000022999	-1.060011	-0.334172	-0.850212	-0.470938	-0.561660	-0.116984
ENSMUSG00000023000	0.131519	-0.019960	-0.462095	-0.640570	-0.138899	-0.583499
ENSMUSG00000023004	0.527102	-0.012026	0.161431	-0.614467	-0.270776	-0.724090
ENSMUSG00000023007	-0.344929	-0.449368	-1.031900	-0.312094	-0.711679	-0.816291
ENSMUSG00000023008	0.332958	1.213250	1.818243	0.912943	0.217384	0.555748
ENSMUSG00000023009	0.120602	-0.191148	0.281961	-0.313808	-0.079859	-0.412782
ENSMUSG00000023011	-0.131375	0.178995	-0.512639	0.087802	0.225549	-0.173887
ENSMUSG00000023015	0.032844	-0.024471	-0.147673	-0.407316	0.022703	-0.132615
ENSMUSG00000023017	-0.208735	0.405793	-0.207998	0.006207	-0.164509	-0.055999
ENSMUSG00000023018	0.235237	0.132325	0.169176	-0.428402	0.056161	-0.052846
ENSMUSG00000023019	-0.236134	0.073008	0.007037	-0.133226	-0.321499	-0.520852
ENSMUSG00000023021	0.374094	-0.197314	0.424349	-0.209454	0.071492	-0.136596
ENSMUSG00000023022	0.421441	1.005500	0.727937	-0.093842	0.256755	1.161759
ENSMUSG00000023025	0.041384	0.133988	0.024002	0.375005	0.338573	0.668611
ENSMUSG00000023026	-0.656577	1.423461	0.217227	1.558237	1.224961	0.969499
ENSMUSG00000023027	0.815542	0.362287	0.459599	0.006989	0.667062	0.331114
ENSMUSG00000023030	0.741326	0.118841	0.425634	-0.624497	0.410883	-0.053396
ENSMUSG00000023031	0.298130	0.036108	0.044793	0.010779	-0.366472	0.036598
ENSMUSG00000023032	-0.050294	0.050447	-0.067024	0.107031	-0.021930	-0.228135
ENSMUSG00000023033	-0.085309	0.453338	0.001989	0.374861	0.082244	0.019959
ENSMUSG00000023034	0.725033	0.211093	1.008603	0.411339	0.598530	0.408255
ENSMUSG00000023044	1.150155	0.563870	0.834452	0.483694	0.655253	0.338552
ENSMUSG00000023046	-0.025686	-0.013119	-0.139346	0.303676	-0.079139	0.172271
ENSMUSG00000023047	0.185517	0.523669	0.113143	0.107074	-0.141473	0.123479
ENSMUSG00000023048	-0.208122	-0.005649	-0.179134	0.751346	-0.045062	0.715345
ENSMUSG00000023050	0.543234	0.150618	0.844108	0.155598	0.770437	0.653540
ENSMUSG00000023052	0.145488	0.189512	0.036073	0.611798	0.457985	0.121148
ENSMUSG00000023055	0.590241	0.058475	0.467392	0.215704	0.053534	0.360894
ENSMUSG00000023057	-0.256168	0.706215	-0.185833	0.425094	0.205814	0.248023
ENSMUSG00000023064	0.125679	-0.281085	0.331413	0.692361	0.235524	0.224915
ENSMUSG00000023066	-0.196130	0.111621	-0.046442	0.358622	0.347721	0.180833
ENSMUSG00000023067	0.795071	-0.131147	0.004846	-0.726465	-0.225738	-0.549488
ENSMUSG00000023068	0.707903	-0.048383	0.285499	-0.616934	-0.003960	-0.548299
ENSMUSG00000023072	0.121788	-0.326513	-0.356224	-0.430571	-0.141192	0.141982
ENSMUSG00000023074	-0.010737	-0.007285	-0.009250	0.083641	0.221148	0.178320
ENSMUSG00000023075	0.330382	-0.340587	0.145325	0.250571	0.590141	0.212779
ENSMUSG00000023078	-0.618038	0.198052	-0.021086	0.690675	0.097010	0.823922
ENSMUSG00000023079	-0.415448	-0.278393	0.066546	-0.272627	-0.297638	-0.498619
ENSMUSG00000023084	-0.079722	-0.039521	-0.214529	0.098938	-0.046849	0.268795
ENSMUSG00000023087	-0.216569	0.113951	0.099069	-0.126884	-0.308406	-0.673194
ENSMUSG00000023088	-0.087053	-0.137824	-0.007947	0.325696	-0.038629	-0.175968
ENSMUSG00000023089	-0.001481	-0.015343	-0.368577	0.120242	-0.037830	-0.097406
ENSMUSG00000023092	0.224788	0.321450	-0.196405	1.317512	0.057237	1.138734
ENSMUSG00000023093	0.243822	-0.316927	0.507142	-0.228721	0.712630	0.359358
ENSMUSG00000023094	-0.002984	0.101687	-0.184293	0.085468	-0.325421	-0.225247
ENSMUSG00000023104	0.305969	0.073657	0.285998	-0.464912	0.005745	-0.347920
ENSMUSG00000023106	0.454882	0.066036	0.152993	-0.424513	-0.036736	-0.251159
ENSMUSG00000023110	0.206515	-0.051105	-0.274664	0.129742	-0.220467	-0.081286
ENSMUSG00000023118	0.236818	0.053862	0.080486	-0.014192	0.174516	0.050085
ENSMUSG00000023122	-1.015504	-0.009769	0.304370	0.677581	0.153720	0.642589
ENSMUSG00000023143	-0.194296	0.202881	0.144603	0.006782	-0.337011	-0.331745
ENSMUSG00000023147	-0.982762	0.404088	-0.478540	-0.600972	-0.377379	-0.719158
ENSMUSG00000023150	0.538948	0.170711	-0.082188	-0.159350	0.083633	0.217247
ENSMUSG00000023151	0.549339	-0.484589	-0.063303	-1.055454	-0.238698	-0.633352
ENSMUSG00000023156	-0.514631	0.363271	1.337898	1.047406	0.139484	1.612679
ENSMUSG00000023169	0.448862	0.347156	-0.057842	-0.142274	0.422908	0.384827
ENSMUSG00000023170	0.550494	0.172006	-0.032101	-0.512218	0.026311	-0.356197
ENSMUSG00000023175	0.044915	0.161680	-0.184424	0.125646	-0.344776	-0.118407
ENSMUSG00000023176	-0.785257	0.038573	-0.860570	-0.084890	-0.789940	-0.231730
ENSMUSG00000023186	-0.325136	1.402581	0.359398	0.740355	0.185927	1.087949
ENSMUSG00000023191	-0.514583	-0.033013	-0.437540	-0.205520	0.002371	-0.177136
ENSMUSG00000023192	-0.180086	-0.031897	-0.238284	-0.436511	0.032586	-0.301629
ENSMUSG00000023206	-0.743277	-0.141533	-0.669937	0.410206	-0.062732	-0.928347
ENSMUSG00000023216	-1.186035	0.445669	-0.277649	0.480718	-0.077695	0.600315
ENSMUSG00000023224	-0.524993	0.236006	0.550613	0.192115	0.079499	0.067897
ENSMUSG00000023232	0.181110	0.677202	0.226697	0.722300	0.906333	0.831344
ENSMUSG00000023235	0.308718	0.348536	0.197135	0.323234	0.298580	-0.110227
ENSMUSG00000023236	-0.698134	-0.210301	-0.101169	0.065385	0.078508	-0.202083
ENSMUSG00000023249	0.014425	-0.128096	-0.118718	-0.115170	-0.092521	-0.193162
ENSMUSG00000023259	0.143186	-0.243570	-0.021094	-0.301208	-0.090224	-0.163679
ENSMUSG00000023262	0.215315	-0.288865	0.050238	-0.570896	0.255221	-0.108355
ENSMUSG00000023266	0.830240	0.067289	0.042957	-0.623882	-0.062542	-0.184775
ENSMUSG00000023267	-0.104289	0.545184	0.062333	0.083393	0.215711	0.031822
ENSMUSG00000023272	0.434099	-0.674957	-0.066372	-0.649688	-0.054638	-0.128702
ENSMUSG00000023274	-0.724776	0.251758	0.111209	-0.236178	-0.265670	-0.654009
ENSMUSG00000023277	0.263774	-0.141991	0.079418	-0.152362	0.001103	-0.113618
ENSMUSG00000023284	0.148266	-0.202403	-0.000168	-0.121076	0.115721	0.094459
ENSMUSG00000023286	-0.071004	-0.029565	-0.365660	-0.309188	-0.169816	-0.174066
ENSMUSG00000023307	-0.185616	1.024223	0.083514	0.206996	-0.093640	0.270370
ENSMUSG00000023328	0.315705	0.145341	0.342686	-0.085890	0.220491	0.094563
ENSMUSG00000023330	-0.017655	-0.073114	0.024744	-0.136452	-0.014668	-0.197661
ENSMUSG00000023336	-0.220664	-0.224926	-0.337795	-0.011973	0.210258	-0.188046
ENSMUSG00000023341	-0.201385	0.934553	0.286575	0.486340	0.169893	-0.466848
ENSMUSG00000023345	-0.593752	0.192994	0.299899	0.017515	0.292631	-0.476419
ENSMUSG00000023353	-1.097701	0.042816	-1.374100	0.021752	-0.081468	-0.622281
ENSMUSG00000023391	-0.242754	-0.198364	-0.042381	-0.260124	-0.039696	-0.166609
ENSMUSG00000023393	0.149441	-0.235549	-0.129569	-0.484529	-0.263019	-0.388401
ENSMUSG00000023403	0.034638	0.042593	0.680701	0.710889	0.699845	1.209306
ENSMUSG00000023411	-0.103272	0.339994	0.469871	0.515246	0.001130	0.234677
ENSMUSG00000023443	0.652328	-0.360145	-0.544192	-0.627903	-0.531764	-0.624384
ENSMUSG00000023452	0.135064	0.670323	1.624624	0.130161	0.414876	0.617385
ENSMUSG00000023456	0.349265	-0.277842	-0.241814	-0.333231	-0.376818	-0.496110
ENSMUSG00000023460	-0.315662	0.284849	0.403392	0.188022	0.317346	0.533399
ENSMUSG00000023467	-0.269390	-0.463631	-0.319259	-0.660751	-0.418097	-0.518134
ENSMUSG00000023473	-1.604517	0.395020	-0.079083	0.334680	1.188149	0.177406
ENSMUSG00000023484	-0.932149	-0.344411	-0.439787	-0.066425	-0.421675	0.300086
ENSMUSG00000023495	1.003477	1.102464	0.400541	0.142922	1.075901	-0.296961
ENSMUSG00000023572	-0.023080	0.221811	0.163626	0.086599	0.368060	-0.179122
ENSMUSG00000023707	0.182465	0.130836	-0.022110	-0.119670	0.178775	-0.434888
ENSMUSG00000023723	0.024022	0.208527	0.183371	0.021579	-0.052171	-0.030179
ENSMUSG00000023737	0.112125	0.366633	0.361119	0.151197	-0.076862	-0.056105
ENSMUSG00000023755	0.166023	-0.143825	-0.260707	-0.286336	-0.058418	-0.216732
ENSMUSG00000023781	-0.077380	-0.727210	-0.526665	-0.713206	-1.096718	-1.084128
ENSMUSG00000023791	0.629510	0.529275	0.549447	-0.001206	0.336917	0.167892
ENSMUSG00000023800	0.238746	0.497534	0.352217	0.863279	1.743855	0.624735
ENSMUSG00000023805	0.578910	-0.106091	0.181349	0.055777	-0.138587	-0.173407
ENSMUSG00000023806	0.358703	0.053915	0.445290	-0.341089	0.146954	0.195173
ENSMUSG00000023809	0.047662	-0.613606	-0.217885	-0.378066	-0.220105	-0.098759
ENSMUSG00000023826	-0.497452	0.157344	0.266453	0.419144	-0.077420	0.013926
ENSMUSG00000023827	-0.058234	0.015138	-0.241963	-0.206447	-0.071908	-0.396513
ENSMUSG00000023828	-0.736487	0.796673	-0.511755	0.242177	-0.241751	0.548321
ENSMUSG00000023829	-0.157604	0.825798	0.235317	0.853405	0.474819	0.836089
ENSMUSG00000023832	-0.108490	0.125994	-0.061686	-0.311843	0.236286	0.131825
ENSMUSG00000023845	0.194366	-0.156610	0.019248	0.032538	0.059879	0.214954
ENSMUSG00000023852	-0.290801	0.015954	0.017296	0.629626	0.339437	0.237965
ENSMUSG00000023861	0.792045	0.160343	0.509068	-0.294791	0.039334	0.153261
ENSMUSG00000023868	-0.089542	0.498243	0.271381	0.594655	0.716914	1.591704
ENSMUSG00000023873	-0.262908	0.176149	-0.201557	0.121387	-0.011985	-0.070248
ENSMUSG00000023882	0.680036	0.043479	0.287557	0.066750	-0.242766	-0.140823
ENSMUSG00000023883	0.595636	1.500047	1.067875	0.676809	1.292613	1.879590
ENSMUSG00000023886	-0.722266	0.131134	-0.180561	0.201418	-0.198037	0.165389
ENSMUSG00000023892	-0.141166	-0.001481	-0.075482	-0.116562	-0.115026	-0.248001
ENSMUSG00000023902	-0.703042	0.381121	0.105431	0.192443	-0.331225	-0.152850
ENSMUSG00000023903	0.420958	-0.045566	-0.029694	-0.194402	0.330687	0.111783
ENSMUSG00000023904	0.219145	0.216814	0.180124	-0.294951	0.205728	0.059111
ENSMUSG00000023905	1.063071	0.411744	0.363958	-0.084226	0.452841	0.634441
ENSMUSG00000023906	-0.104894	-0.073004	0.212432	0.144444	0.305275	-0.115206
ENSMUSG00000023908	0.476785	-0.073934	0.212457	-0.436204	0.198113	-0.190822
ENSMUSG00000023912	-0.153786	0.723011	-0.020295	-0.167315	0.262905	0.336689
ENSMUSG00000023913	-0.618321	0.287160	-0.161698	0.179686	-0.005959	-0.008675
ENSMUSG00000023915	0.371689	-0.175521	-0.100323	0.401574	0.078684	0.125233
ENSMUSG00000023918	-0.239425	0.562387	0.196903	0.305487	-0.118058	-0.089910
ENSMUSG00000023919	0.016497	0.213564	0.207745	0.138791	0.259124	-0.490556
ENSMUSG00000023921	0.016497	0.213564	0.207745	0.138791	0.259124	-0.490556
ENSMUSG00000023923	-0.251283	1.098120	0.624208	1.467970	0.659916	0.271797
ENSMUSG00000023926	-0.291952	0.634082	0.219639	0.505800	0.017105	0.246459
ENSMUSG00000023927	1.302176	0.465955	1.147453	1.049928	1.722759	1.159563
ENSMUSG00000023930	-0.188706	0.618839	0.348015	0.445756	0.645004	0.566564
ENSMUSG00000023931	-0.920005	0.394583	-0.219529	0.968451	0.490781	0.493514
ENSMUSG00000023932	-0.124445	-0.071186	0.149944	0.199061	0.226103	0.130518
ENSMUSG00000023935	0.079447	0.007962	-0.524630	-0.383207	-0.263862	-0.114532
ENSMUSG00000023938	-0.474745	0.197510	-0.073766	-0.541281	-0.117932	-0.030511
ENSMUSG00000023939	0.491061	-0.038721	0.157328	-0.358898	-0.143746	-0.698876
ENSMUSG00000023940	0.212958	0.429265	0.469690	0.020448	-0.005814	0.235540
ENSMUSG00000023942	0.288251	-0.071948	-0.055575	0.059481	-0.209967	-0.156008
ENSMUSG00000023944	0.547680	0.170539	0.199047	-0.173909	0.114770	-0.402792
ENSMUSG00000023947	0.482260	0.035373	0.029394	-0.072117	-0.013628	0.162716
ENSMUSG00000023951	-0.003774	0.050437	-0.021849	-0.172688	-0.231032	-0.378610
ENSMUSG00000023952	-0.008496	-0.222825	-0.256938	-0.387618	-0.094143	0.028530
ENSMUSG00000023953	-0.259244	-0.410244	-0.318385	-1.062025	-1.291421	-1.315757
ENSMUSG00000023959	0.613368	-0.204061	0.172212	-0.288913	0.134718	-0.523433
ENSMUSG00000023960	-0.789561	0.324539	0.785742	0.330331	0.247393	0.338898
ENSMUSG00000023961	-0.092569	-0.166524	-0.003603	-0.452227	0.254962	-0.436076
ENSMUSG00000023963	-0.911892	-0.075692	-0.318246	0.436207	-0.126058	0.575810
ENSMUSG00000023964	-0.707371	0.065010	0.674236	0.532981	0.180600	1.278282
ENSMUSG00000023965	0.210326	0.835394	0.546804	1.283678	1.202387	1.361040
ENSMUSG00000023966	-0.235654	-0.020222	-0.053289	-0.307392	-0.056247	-0.192378
ENSMUSG00000023967	0.333267	0.083711	0.274439	-0.281579	0.049361	-0.407102
ENSMUSG00000023971	0.145546	-0.095982	-0.104476	-0.334395	0.146707	-0.178095
ENSMUSG00000023972	-0.346395	0.072731	-0.193486	-0.042367	-0.438843	-0.149272
ENSMUSG00000023973	0.313227	-0.102319	-0.276791	0.046488	-0.160864	-0.285731
ENSMUSG00000023977	-0.302308	-0.075708	-0.221002	-0.219828	-0.114047	-0.252690
ENSMUSG00000023978	0.137062	-0.483869	-0.342236	-0.020775	-0.243817	-0.154919
ENSMUSG00000023979	-0.124196	-0.098253	-0.181516	-0.342748	-0.179089	-0.258595
ENSMUSG00000023980	-0.468011	0.117716	-0.384662	-0.196639	0.068479	-0.261525
ENSMUSG00000023982	0.085199	-1.073734	-0.220487	-0.564646	-0.285746	-1.397361
ENSMUSG00000023984	-0.085147	0.018725	0.235857	-0.142889	0.076779	-0.147872
ENSMUSG00000023988	0.107974	0.598110	0.351493	-0.143121	0.431974	-0.174297
ENSMUSG00000023990	0.880758	1.826193	1.490153	-0.131648	1.528859	0.129530
ENSMUSG00000023991	0.294777	-0.242330	-0.007176	-0.428364	-0.224386	-0.237360
ENSMUSG00000023992	0.178273	-0.057987	-0.266817	0.194228	-0.183516	-0.190998
ENSMUSG00000023994	0.746248	-0.146192	0.050026	-0.180896	0.419705	0.283514
ENSMUSG00000023999	-0.812514	0.184024	-0.333257	0.408479	0.339392	-0.242412
ENSMUSG00000024002	0.143696	0.357622	0.206645	0.142520	-0.044407	-0.150245
ENSMUSG00000024006	0.121082	0.411427	-0.269680	-0.227208	0.165258	0.069155
ENSMUSG00000024007	-0.438122	-0.262873	-0.669795	-0.466772	-0.447008	-0.820765
ENSMUSG00000024008	0.137262	-0.035705	-0.211120	-0.194539	-0.070903	-0.160545
ENSMUSG00000024012	0.214896	-0.277632	0.601163	0.119144	0.591527	0.624236
ENSMUSG00000024013	-0.698314	-0.092310	-0.758088	-0.384993	-0.959318	-0.553582
ENSMUSG00000024014	-0.862299	0.586774	-0.587312	-0.343958	-1.152725	-1.380526
ENSMUSG00000024018	0.467182	-0.677231	-0.429529	-0.444418	-0.211521	-0.301624
ENSMUSG00000024019	0.720753	-0.440074	0.061916	-0.378984	0.054168	-0.096426
ENSMUSG00000024026	0.084013	0.044803	0.048793	-0.046384	0.240626	0.200297
ENSMUSG00000024027	-0.271110	-0.457034	-0.637936	-0.397591	-0.064779	-0.343905
ENSMUSG00000024028	-0.477713	-0.474033	-0.287722	0.412313	0.096500	0.082560
ENSMUSG00000024029	-0.258677	0.150006	-0.155942	0.261547	-0.450206	0.075282
ENSMUSG00000024030	0.992203	0.401005	1.020282	-0.170886	0.517436	0.324218
ENSMUSG00000024034	-0.481248	-0.508400	-0.536899	0.507162	-0.868732	-0.433026
ENSMUSG00000024036	-0.756923	0.043807	-0.402516	0.150376	0.125339	-0.279484
ENSMUSG00000024037	0.089050	-0.030106	0.444573	-0.340412	0.326543	0.001687
ENSMUSG00000024038	0.215825	-0.174056	0.087767	-0.524397	-0.002875	-0.204649
ENSMUSG00000024042	1.176948	0.390546	0.363540	-0.203944	0.180903	-0.110418
ENSMUSG00000024043	-0.285939	0.938376	-0.452495	0.436595	0.162920	0.311503
ENSMUSG00000024044	0.694742	0.154494	1.282532	1.012659	0.887609	0.535270
ENSMUSG00000024045	0.224747	0.023682	0.117771	-0.116722	0.157501	-0.171361
ENSMUSG00000024048	0.808964	0.002812	0.411902	-0.250663	0.079738	-0.090455
ENSMUSG00000024049	0.036778	0.463480	0.874720	1.154405	0.692522	1.242428
ENSMUSG00000024050	0.010257	0.459557	0.216966	0.060555	0.327903	0.207761
ENSMUSG00000024052	-0.201859	0.504903	0.319600	1.425098	1.446604	1.547804
ENSMUSG00000024053	1.402694	1.934618	1.133355	0.973859	0.495754	0.423170
ENSMUSG00000024054	0.581784	0.270458	-0.051370	-0.273524	0.033933	-0.541684
ENSMUSG00000024055	-0.474324	-0.308547	0.085128	-0.333375	-0.208910	-0.286778
ENSMUSG00000024056	0.364229	-0.112867	0.115149	-0.296869	-0.086077	-0.592971
ENSMUSG00000024059	-1.276444	-0.427566	-0.129802	0.278720	-0.155678	0.307744
ENSMUSG00000024063	-0.031062	0.191863	0.059587	-0.123470	-0.196656	-0.157229
ENSMUSG00000024064	-0.716142	-0.424596	-0.015170	-0.692111	-0.541752	-0.856122
ENSMUSG00000024066	-0.469210	1.232368	1.529401	1.642019	2.007020	1.991467
ENSMUSG00000024067	0.406711	-0.028262	0.431568	-0.140589	0.098846	-0.286191
ENSMUSG00000024068	0.664647	0.150880	0.310175	-0.045129	0.142318	0.295602
ENSMUSG00000024069	0.461769	0.164979	0.502056	-0.259806	0.341158	0.231890
ENSMUSG00000024070	1.330038	2.636955	0.989274	1.398347	0.405058	-0.077043
ENSMUSG00000024072	0.231284	-0.153300	-0.409353	-0.385763	0.320127	-0.036964
ENSMUSG00000024073	-0.305313	-0.187468	-0.305488	0.021110	-0.184930	-0.045985
ENSMUSG00000024074	-0.623603	0.191543	-0.398722	-0.340195	-0.244165	-0.323445
ENSMUSG00000024076	-0.514854	-0.002500	-0.427500	0.177211	0.004540	-0.072983
ENSMUSG00000024077	0.526420	-0.093184	0.047950	-0.279604	-0.059882	0.044402
ENSMUSG00000024078	-0.432984	-0.077898	-0.444703	0.193454	-0.397824	0.438323
ENSMUSG00000024079	0.530597	0.418216	0.099823	-0.211576	-0.247103	-0.536071
ENSMUSG00000024081	-0.174753	-0.145534	-0.248586	-0.405646	0.069603	-0.192731
ENSMUSG00000024082	-0.174753	-0.145534	-0.248586	-0.405646	0.069603	-0.192731
ENSMUSG00000024083	-0.351057	0.829253	1.241790	0.080798	0.549649	1.155851
ENSMUSG00000024084	-0.045401	0.066272	0.466546	0.568427	0.467853	0.583492
ENSMUSG00000024085	-0.038536	0.951187	0.885057	0.509117	0.822634	0.923009
ENSMUSG00000024091	0.352338	0.165955	0.127428	0.565411	0.238638	0.831809
ENSMUSG00000024095	-0.240323	-0.512926	-0.432006	0.255157	-0.165832	0.493028
ENSMUSG00000024096	-0.376180	-0.266011	-0.302751	-0.319696	-0.063797	-0.186084
ENSMUSG00000024097	0.955558	0.000266	-0.110497	-0.351397	-0.235678	-0.449648
ENSMUSG00000024098	-0.004696	-0.198605	-0.051067	0.370774	0.335355	0.133019
ENSMUSG00000024099	0.188778	0.103451	0.299442	-0.168155	0.128888	-0.065115
ENSMUSG00000024101	0.077829	0.188820	0.048450	0.033716	0.027979	0.230273
ENSMUSG00000024104	0.306185	0.071802	-0.051024	-0.019204	-0.083479	-0.025749
ENSMUSG00000024105	-0.861818	-0.102310	0.026378	-0.079058	1.248393	-0.039386
ENSMUSG00000024107	-0.120360	-0.384472	-0.367632	0.973584	1.294056	1.152195
ENSMUSG00000024109	0.118952	0.252953	0.912281	0.692926	1.752044	0.995167
