#geneID	Ikaros/Control_0h	Ikaros/Control_2h	Ikaros/Control_6h	Ikaros/Control_12h	Ikaros/Control_18h	Ikaros/Control_24h
ENSMUSG00000030451	0.043265	0.352258	0.674886	0.524398	0.700274	0.601852
ENSMUSG00000030452	0.108967	0.149863	-0.169318	-0.136428	-0.699569	-0.782899
ENSMUSG00000030465	-0.024941	0.060191	-0.249212	0.048193	0.119793	0.595796
ENSMUSG00000030468	0.115074	0.254607	0.037371	1.497726	0.442739	0.670043
ENSMUSG00000030469	-0.084909	0.189596	0.009679	-0.187243	-0.091825	-0.313920
ENSMUSG00000030471	-0.055835	-0.938297	-1.136392	-1.042412	-1.198354	-1.483810
ENSMUSG00000030493	-0.186394	0.247995	-0.295977	-0.593025	-1.315112	-1.681177
ENSMUSG00000030498	-0.380830	-0.298988	-1.128025	-1.042518	-1.873200	-2.366995
ENSMUSG00000030505	-0.019685	-0.166502	-0.594549	-0.519764	-1.286016	-1.723846
ENSMUSG00000030509	0.037872	-0.182041	0.032910	-0.489943	0.682319	0.661702
ENSMUSG00000030512	0.031539	0.212824	-0.435272	-0.684723	-1.380597	-1.214608
ENSMUSG00000030515	0.163900	0.020924	0.475631	-1.310467	-0.951429	-0.932916
ENSMUSG00000030518	2.933934	1.834880	3.030066	4.408397	4.861258	4.631207
ENSMUSG00000030521	0.048054	-0.164177	-0.429519	-1.409420	-1.816839	-1.230699
ENSMUSG00000030527	0.264445	0.528380	0.357607	0.750172	0.613162	0.839441
ENSMUSG00000030528	0.369881	0.009690	0.385860	-0.725762	-0.504102	-0.937752
ENSMUSG00000030530	0.600207	0.818538	0.905583	1.154887	1.134003	1.269696
ENSMUSG00000030532	0.214448	0.144794	0.307260	0.179624	0.465046	0.338871
ENSMUSG00000030533	-0.137086	0.220192	0.256513	0.280125	0.239735	0.446992
ENSMUSG00000030534	-0.472635	-0.304425	-0.228048	0.000638	0.153579	0.477585
ENSMUSG00000030536	0.095065	-0.217219	0.531264	0.279812	1.345296	1.656998
ENSMUSG00000030538	-0.239499	0.020656	0.155001	0.604659	0.445131	0.675291
ENSMUSG00000030539	-0.345886	-1.414504	-0.702844	-0.097625	1.051915	1.846181
ENSMUSG00000030541	0.311593	0.440421	0.085048	0.122382	0.192730	0.257131
ENSMUSG00000030555	0.492800	-0.151783	-0.486502	0.171622	-0.335440	0.379425
ENSMUSG00000030556	0.236286	-0.006485	-0.136301	0.150815	0.131997	0.112885
ENSMUSG00000030557	0.094615	0.100419	0.552684	0.248385	0.797904	0.567928
ENSMUSG00000030560	-0.322541	-0.186652	0.244814	1.008792	0.944552	0.393530
ENSMUSG00000030577	5.308162	5.116088	5.620476	6.079550	4.488598	4.739134
ENSMUSG00000030579	-1.174422	0.175744	1.110888	4.804223	6.129290	5.873198
ENSMUSG00000030583	-0.370172	-0.286515	-0.177739	0.369490	0.850791	1.002544
ENSMUSG00000030584	-0.169676	-0.230673	-0.498350	-0.989317	-2.159513	-2.505171
ENSMUSG00000030588	-0.386184	-0.022159	-0.396743	-0.426283	-1.269674	-1.964872
ENSMUSG00000030589	0.175027	-0.442747	-1.188054	-0.515455	-0.311122	-0.321808
ENSMUSG00000030590	-0.010855	-0.324641	-0.940018	-0.932559	-0.863698	-0.606808
ENSMUSG00000030591	0.028883	0.043421	-0.094740	-0.101306	-0.181942	0.039401
ENSMUSG00000030592	-0.546800	-0.634107	-2.066653	-3.724007	-3.274672	-4.373715
ENSMUSG00000030595	-0.305690	-0.026242	-0.497942	-0.106045	-0.417262	-0.335320
ENSMUSG00000030598	-0.317093	0.568218	-1.137349	-0.449621	0.175788	-0.204036
ENSMUSG00000030600	0.157282	1.376518	0.809566	0.119748	0.166906	-0.262828
ENSMUSG00000030602	0.230295	0.555696	0.861977	0.754910	0.853183	0.550603
ENSMUSG00000030603	0.123791	0.202822	0.338576	-0.130159	-0.355718	-0.266470
ENSMUSG00000030604	-0.240118	-1.889073	1.004473	-1.048628	1.320153	0.641901
ENSMUSG00000030605	0.321498	0.253372	0.267072	1.197771	1.959900	1.819119
ENSMUSG00000030609	-0.227996	-0.341228	-0.793701	-1.560122	-2.067703	-2.220016
ENSMUSG00000030610	-0.092806	-0.128146	-0.472323	-0.122943	-0.439456	-0.584518
ENSMUSG00000030611	-0.327389	-0.039390	-0.371477	-0.045242	-0.475712	-0.408357
ENSMUSG00000030612	-0.168359	0.113253	0.039656	-0.061648	-0.457123	-0.303952
ENSMUSG00000030613	1.109334	0.365590	0.184611	0.344723	0.558657	0.597596
ENSMUSG00000030614	-0.061046	0.184339	0.150795	-0.176860	0.237329	0.467140
ENSMUSG00000030615	0.022431	0.324697	-0.354234	0.359842	-0.414295	-0.217423
ENSMUSG00000030616	-3.582580	-3.070443	-3.891094	-2.230202	-1.659385	-1.654898
ENSMUSG00000030619	0.196877	-0.099352	-0.045053	-0.470631	-0.650027	-0.797593
ENSMUSG00000030621	0.774277	0.911431	0.565620	0.990976	0.631939	0.931910
ENSMUSG00000030629	-0.299329	-0.004758	-0.279558	1.137799	1.453717	1.273049
ENSMUSG00000030641	-0.151541	-0.402957	-0.698627	-0.557281	-0.283919	-1.135730
ENSMUSG00000030647	0.083480	-0.079642	0.260196	-0.260683	-0.427820	-0.593078
ENSMUSG00000030649	-0.210622	0.029906	0.044754	-0.038858	-0.938001	-1.189685
ENSMUSG00000030652	-0.311368	-0.097110	-0.221898	-0.886970	-1.237615	-1.583973
ENSMUSG00000030653	0.048081	-0.599943	-1.590007	-2.653970	-1.722824	-1.625921
ENSMUSG00000030654	0.243662	0.387230	0.512894	0.758104	0.989315	0.832152
ENSMUSG00000030655	0.046511	-0.233194	0.045230	-0.306105	-0.392369	-0.347172
ENSMUSG00000030659	0.456047	0.816830	0.833396	0.364683	0.122177	1.209535
ENSMUSG00000030660	0.197596	0.366643	0.503597	0.291897	1.267347	1.192151
ENSMUSG00000030662	0.094945	-0.082723	0.012963	-0.473990	-0.624170	-1.126208
ENSMUSG00000030663	0.076614	0.088292	-0.327357	0.189602	-0.403966	-0.277846
ENSMUSG00000030671	0.025507	0.509541	0.500847	1.458188	2.124152	1.907134
ENSMUSG00000030672	-0.185176	0.354711	-0.265511	0.367065	0.348661	1.304787
ENSMUSG00000030674	-1.033260	-1.527491	-0.027953	1.149391	2.237883	2.679120
ENSMUSG00000030677	0.091041	0.407230	0.686321	0.402565	0.863969	0.583384
ENSMUSG00000030678	0.085156	0.125332	0.646865	0.447370	0.924292	1.002216
ENSMUSG00000030680	0.086521	0.411267	0.622817	0.314507	0.141460	0.381819
ENSMUSG00000030681	-0.330397	0.128407	0.133741	-0.357258	0.537569	0.302222
ENSMUSG00000030682	0.102803	0.070591	0.161365	0.249907	0.360986	0.175187
ENSMUSG00000030683	-0.205870	0.329415	-0.520026	-0.256766	-0.477370	-0.513420
ENSMUSG00000030685	-0.391583	-0.200516	-0.407911	-0.284622	-0.661741	-0.870908
ENSMUSG00000030688	-0.498198	-0.021168	-0.514762	-1.388164	-2.729389	-2.802624
ENSMUSG00000030689	-0.086829	-0.061619	-0.624708	-0.583927	-1.211868	-1.368471
ENSMUSG00000030691	0.185272	-1.023331	-1.370208	-0.813688	-0.908067	-0.934018
ENSMUSG00000030695	0.315109	0.609082	0.352241	0.492584	-0.494199	-1.777660
ENSMUSG00000030697	-0.049094	-0.046194	0.047802	-0.003886	0.192261	0.011792
ENSMUSG00000030699	-0.507259	0.607740	0.538012	4.253653	4.043762	4.521655
ENSMUSG00000030703	-0.213503	0.757501	0.465523	0.787870	2.255513	1.807071
ENSMUSG00000030704	-0.077806	-0.137911	0.097809	-0.202009	-0.188264	-0.294437
ENSMUSG00000030706	0.032616	0.140705	-0.511711	-0.414345	-1.132116	-0.906358
ENSMUSG00000030707	-0.032204	-0.006580	0.705456	1.204412	0.800391	0.394309
ENSMUSG00000030708	-0.133030	0.737684	-0.157019	2.642319	2.277943	2.807947
ENSMUSG00000030714	-0.170240	-0.158641	-0.890533	-0.889080	-1.769816	-2.116456
ENSMUSG00000030717	0.081614	-0.033210	-0.946327	-2.360407	-4.545275	-2.386098
ENSMUSG00000030718	-0.082491	0.133389	-0.037095	0.182313	-0.303664	-0.889102
ENSMUSG00000030720	-0.261299	-0.204101	-0.595131	0.233936	0.030094	0.170746
ENSMUSG00000030722	-0.259764	-0.417367	0.067179	-0.041864	0.453991	-0.119686
ENSMUSG00000030724	-1.175226	-0.144944	-0.609890	0.869230	0.794056	0.988700
ENSMUSG00000030725	0.132497	-0.206596	-0.407845	-1.025777	-1.454852	-1.807589
ENSMUSG00000030726	0.044445	0.235172	0.033498	0.167154	-0.362135	-0.433884
ENSMUSG00000030727	-0.208312	0.086728	-0.009914	0.243085	0.692366	1.204465
ENSMUSG00000030729	-1.177163	-1.257608	-0.662571	-0.701065	-0.076249	0.241193
ENSMUSG00000030730	0.495401	-0.368653	-0.143744	0.823479	0.936959	0.161846
ENSMUSG00000030733	0.307967	0.248219	0.136717	0.350983	0.454594	0.517403
ENSMUSG00000030735	-0.863099	-0.108263	0.978696	-0.771002	-1.131104	-1.138247
ENSMUSG00000030738	-0.012790	0.017870	0.132879	-0.189804	-0.209631	-0.129183
ENSMUSG00000030741	0.011036	0.042219	-0.078757	0.161420	0.424462	0.346697
ENSMUSG00000030742	0.663337	0.373741	-0.127047	-1.080926	-2.753186	-2.338287
ENSMUSG00000030744	-0.045090	0.109823	0.082380	-0.385732	-0.361789	0.185619
ENSMUSG00000030745	-0.357866	0.202729	0.805673	-0.469178	-0.313813	-0.267733
ENSMUSG00000030747	-1.897341	-1.060624	-1.527679	-2.235199	-2.471834	-2.171020
ENSMUSG00000030748	0.550655	-0.005085	0.319287	-0.493619	-0.541186	-0.140267
ENSMUSG00000030750	0.120504	0.181683	0.148591	-0.111547	-0.334232	-0.239699
ENSMUSG00000030751	-0.032248	0.079794	-0.286466	0.176099	-0.399425	-0.363857
ENSMUSG00000030752	-0.089331	0.316757	0.374743	-0.048750	0.097121	0.077452
ENSMUSG00000030753	-0.086174	-0.041014	-0.075397	-0.748230	-0.873076	-1.020155
ENSMUSG00000030754	0.091166	-0.044635	0.179069	0.229689	0.515663	0.677773
ENSMUSG00000030759	-0.175532	-0.299005	0.468437	0.424397	0.315764	-0.038630
ENSMUSG00000030760	-0.128758	0.033787	-0.122853	0.148546	0.551817	0.891550
ENSMUSG00000030761	0.760802	0.322163	0.024663	-0.358886	-0.346784	-0.375344
ENSMUSG00000030763	-0.248760	-0.091874	-0.023729	0.119623	0.062608	-0.383116
ENSMUSG00000030766	-0.180624	0.416425	0.740516	1.743585	2.277554	2.463775
ENSMUSG00000030768	-0.159114	0.549676	0.328205	0.720554	0.674647	0.672938
ENSMUSG00000030769	0.242855	-0.210825	-2.154551	-0.936129	-1.403751	-2.585886
ENSMUSG00000030770	0.513006	-0.088416	-0.595274	-0.580800	-0.897871	-0.762233
ENSMUSG00000030779	0.011774	0.461901	0.131023	-0.099865	-0.413238	-0.242388
ENSMUSG00000030780	-0.250578	-0.455611	-1.000912	-0.822141	-1.048675	-1.271199
ENSMUSG00000030782	0.290256	1.221354	0.172398	1.224164	-0.223191	1.682653
ENSMUSG00000030785	1.135383	1.308160	1.367123	2.597986	1.902803	0.408836
ENSMUSG00000030786	-0.782210	1.194454	2.647479	3.653227	4.522598	4.237472
ENSMUSG00000030788	-0.053274	-0.306857	-0.096698	-0.557763	-0.035676	-0.340408
ENSMUSG00000030792	1.390439	0.496873	-0.508148	-1.032578	-1.803624	-1.829850
ENSMUSG00000030793	-0.184860	-0.455859	-0.300309	-0.734448	-0.495351	-0.480743
ENSMUSG00000030795	-0.093141	0.016135	0.387124	0.027108	-0.313637	-0.526757
ENSMUSG00000030798	-0.527964	-0.245450	-0.425105	-0.113058	-0.379324	-0.365130
ENSMUSG00000030801	0.061429	0.311665	0.612092	0.552744	0.449449	0.654889
ENSMUSG00000030802	0.347813	0.133766	0.222056	0.387752	0.398718	0.089090
ENSMUSG00000030805	-0.030777	0.081117	-0.572812	-0.303124	-0.399460	-0.071063
ENSMUSG00000030811	0.258115	-0.171413	-0.367326	-0.232531	0.303790	0.441780
ENSMUSG00000030814	0.067463	0.228110	-0.081622	0.068060	-0.678717	-0.566204
ENSMUSG00000030815	-0.219771	-0.006872	-0.191146	0.333693	0.161221	0.203943
ENSMUSG00000030816	0.046112	0.243123	0.229205	0.134209	0.371326	0.802748
ENSMUSG00000030822	-0.100371	0.382582	0.604234	0.776552	0.840173	1.076779
ENSMUSG00000030823	-0.133079	0.073251	0.175659	0.260828	0.218964	-0.022297
ENSMUSG00000030824	-0.323833	-0.487547	-1.083056	-1.525242	-1.316533	-1.194937
ENSMUSG00000030825	0.361955	-0.942680	-0.391130	-0.882733	-1.372459	-2.305494
ENSMUSG00000030826	-0.139248	-0.201409	-1.096583	-1.174101	-1.881482	-1.984798
ENSMUSG00000030830	2.017516	1.485000	1.258526	1.149045	0.808990	0.580955
ENSMUSG00000030835	0.015891	-0.031849	-0.304269	-1.105634	-1.458833	-1.707883
ENSMUSG00000030839	-0.076719	0.148890	0.044390	0.000120	-0.695156	-1.271754
ENSMUSG00000030842	0.122828	0.000156	0.167959	0.526687	0.586111	0.426779
ENSMUSG00000030846	0.205548	0.351299	0.149002	0.316650	-0.293601	-0.723011
ENSMUSG00000030850	0.027206	0.098860	0.456215	-0.142297	0.072149	0.052826
ENSMUSG00000030861	0.513788	0.310295	0.030782	0.077582	0.325484	1.095767
ENSMUSG00000030867	0.110498	0.076682	0.252270	0.061179	0.205252	-0.402780
ENSMUSG00000030868	-0.244271	0.116665	-0.327786	0.502911	0.299127	0.341165
ENSMUSG00000030869	-0.037505	-0.450506	-0.269338	-0.589105	-1.426652	-1.715424
ENSMUSG00000030870	0.015161	-0.265825	0.108142	0.321824	0.155308	-0.229591
ENSMUSG00000030871	0.086724	0.034760	0.021667	-0.295429	-0.536002	-0.650443
ENSMUSG00000030872	-0.065296	-0.325232	-0.621501	-1.164173	-0.931910	-1.002340
ENSMUSG00000030876	0.161745	0.059784	-0.334673	-0.213875	-0.315865	-0.367609
ENSMUSG00000030878	-0.115595	-0.036350	-1.145500	-1.197722	-1.894567	-1.586103
ENSMUSG00000030879	-0.060565	0.092161	-0.341376	-0.665992	-1.377218	-1.312412
ENSMUSG00000030880	-0.169602	-0.328271	-0.545912	-0.991219	-1.377858	-1.870714
ENSMUSG00000030881	0.096887	0.206905	0.017467	0.100488	-0.022227	-0.123675
ENSMUSG00000030882	0.225710	0.487223	0.177756	0.414069	0.123609	0.535082
ENSMUSG00000030884	-0.056358	0.112765	0.090623	-0.012484	-0.313009	-0.239678
ENSMUSG00000030888	0.188731	0.160143	0.047262	-0.498081	-0.458654	-0.423384
ENSMUSG00000030890	0.161439	0.258401	0.271251	0.502220	0.401341	0.346149
ENSMUSG00000030894	-0.129156	0.146959	0.392445	0.954686	1.958404	2.253780
ENSMUSG00000030921	-0.038294	-0.646880	0.023748	0.306894	0.681795	0.928747
ENSMUSG00000030922	0.055390	0.649155	0.022057	-0.621924	-0.526069	-0.043976
ENSMUSG00000030924	-0.010229	-0.180054	-0.342732	-0.767087	-0.747599	-0.749272
ENSMUSG00000030929	0.122884	0.163446	-0.191241	0.063928	0.222169	-0.314717
ENSMUSG00000030930	-1.167374	-0.150699	2.359063	3.381055	3.135044	4.296762
ENSMUSG00000030934	-0.022811	-0.210086	-0.278069	-0.319359	-0.037707	-0.623313
ENSMUSG00000030942	0.005254	-0.372761	-0.097147	-0.730386	-0.867294	-1.039459
ENSMUSG00000030946	-0.236613	-0.583997	-1.741880	-2.308674	-2.300657	-2.643259
ENSMUSG00000030956	-0.407429	-0.375162	-0.067266	0.785113	1.955071	2.103894
ENSMUSG00000030960	-0.218085	0.339171	-0.070363	0.095535	0.049622	0.632103
ENSMUSG00000030965	-0.045040	-0.270366	-0.272977	0.560073	1.014992	1.402740
ENSMUSG00000030966	-0.482895	-0.204069	0.199452	-0.409605	0.362420	0.550484
ENSMUSG00000030967	-0.156070	0.278497	-0.263257	0.636499	0.311765	0.698877
ENSMUSG00000030978	0.257665	-0.025543	0.062614	-0.349092	-0.364473	-0.581081
ENSMUSG00000030979	0.107509	-0.231844	-0.250978	-0.454177	-0.658166	-0.458195
ENSMUSG00000030980	0.024475	0.063723	-0.386625	-0.923101	-1.272651	-1.073947
ENSMUSG00000030982	-0.082662	-0.452988	-0.191639	-0.299093	0.085983	0.406093
ENSMUSG00000030983	0.089645	0.348223	0.198569	-0.553232	-0.850190	-0.391863
ENSMUSG00000030986	-0.029664	0.558094	0.713293	0.566837	0.922015	0.768498
ENSMUSG00000030987	-0.105927	-0.181144	0.835949	0.617692	0.829932	0.463395
ENSMUSG00000030990	-0.207338	0.642286	0.852453	1.137397	1.130984	1.213868
ENSMUSG00000030996	-0.112850	-0.377293	0.188997	0.610048	1.885516	0.884793
ENSMUSG00000031004	0.129375	0.378333	0.890956	0.061707	0.390462	0.616662
ENSMUSG00000031007	-0.157203	-0.199583	0.509864	-0.041386	0.674486	0.602785
ENSMUSG00000031010	0.305598	0.103229	-0.105433	-0.216881	-0.072962	-0.345273
ENSMUSG00000031015	0.303797	-0.013719	0.029837	0.063865	-0.205806	-0.475447
ENSMUSG00000031016	0.259403	-0.173210	0.489400	-0.071647	-0.093568	-0.504881
ENSMUSG00000031021	0.021734	0.226246	0.265625	0.884152	0.712851	1.038151
ENSMUSG00000031023	0.755178	0.766623	0.168891	0.187995	-0.322713	-0.074101
ENSMUSG00000031024	2.606444	1.360881	0.397544	1.233862	1.452514	1.244443
ENSMUSG00000031026	1.465722	0.781259	1.267375	1.331106	1.063050	0.882636
ENSMUSG00000031029	-0.007431	-0.295646	-0.495419	0.307161	0.342634	0.364863
ENSMUSG00000031059	0.184615	0.248648	0.365790	0.549213	0.428278	0.437156
ENSMUSG00000031060	-0.162280	0.069089	0.093421	0.131386	-0.146474	-0.522335
ENSMUSG00000031065	0.028728	0.172017	-0.117227	0.231331	0.132114	-0.269549
ENSMUSG00000031066	-0.088049	0.425553	0.217570	0.706342	0.878178	0.947324
ENSMUSG00000031068	0.221046	0.057280	0.058801	-0.207381	-0.329043	-0.350132
ENSMUSG00000031072	0.188667	0.255751	0.470890	-0.031196	0.535090	0.868878
ENSMUSG00000031077	0.139271	-0.343021	-0.635069	-0.366709	-0.171172	-0.461268
ENSMUSG00000031078	-0.146139	1.106779	0.979217	0.945372	0.232351	0.337830
ENSMUSG00000031090	-0.300148	0.006885	0.105995	0.172211	0.378750	0.347293
ENSMUSG00000031093	0.298178	0.136167	0.356764	-0.330351	0.310858	0.801970
ENSMUSG00000031095	0.101352	0.583726	0.405166	0.067580	0.479952	0.267783
ENSMUSG00000031097	0.449584	0.467985	-0.318806	-1.864073	-1.657706	-0.515748
ENSMUSG00000031101	0.356346	0.476536	1.207919	1.409354	2.117594	2.451517
ENSMUSG00000031103	-0.200609	-0.035007	0.462527	-0.114361	0.127165	-0.025789
ENSMUSG00000031104	-1.140662	-1.360285	-1.698575	0.473512	1.610840	1.078169
ENSMUSG00000031105	-0.175077	0.209837	0.408539	1.163542	0.694189	0.194329
ENSMUSG00000031107	-0.163629	0.535761	0.279004	-0.461527	-0.486127	-0.450361
ENSMUSG00000031109	0.129714	0.183025	0.505960	0.071444	0.409135	0.596294
ENSMUSG00000031112	-0.199057	0.175029	0.314004	-0.510118	-0.365876	-0.112440
ENSMUSG00000031129	0.586455	0.733441	0.847617	2.335154	2.815380	3.137076
ENSMUSG00000031133	-0.049559	-0.085153	-0.346654	0.214721	0.532557	0.339156
ENSMUSG00000031134	0.177843	0.329961	0.503504	0.316814	0.447153	0.642098
ENSMUSG00000031138	0.717546	1.315622	-0.349466	1.939681	1.703703	2.044044
ENSMUSG00000031142	-1.606935	-1.893282	-2.700632	-1.623141	-0.682591	-0.897131
ENSMUSG00000031143	-0.210170	-0.065947	-0.847732	-0.451088	-0.726145	-0.688504
ENSMUSG00000031144	-0.413046	-0.825328	-0.688731	1.348702	0.266909	-0.609756
ENSMUSG00000031145	-0.823755	-1.354020	-3.337710	-2.419980	-3.575976	-3.306946
ENSMUSG00000031146	0.212021	0.208389	-0.315955	0.136583	-0.293302	-0.716276
ENSMUSG00000031148	0.061768	-0.150537	0.294101	0.212249	0.880778	0.930176
ENSMUSG00000031149	-0.117884	0.256161	-0.384994	0.375168	0.518432	-0.070864
ENSMUSG00000031153	-0.336065	-0.057081	0.111279	0.192405	-0.063927	0.233548
ENSMUSG00000031154	-0.283322	0.090061	-0.134971	0.341497	0.184281	0.200903
ENSMUSG00000031155	0.089730	0.775904	0.984500	1.455214	1.299447	0.777644
ENSMUSG00000031156	-0.138178	-0.025598	0.041427	-0.131100	0.038915	-0.166863
ENSMUSG00000031157	-0.026265	0.262486	-0.221268	0.649805	0.120820	0.196216
ENSMUSG00000031158	-0.250889	0.135110	-0.292515	0.284281	-0.113215	-0.074366
ENSMUSG00000031161	0.044446	0.097586	0.171492	0.250435	0.276653	0.605567
ENSMUSG00000031165	0.010879	0.104553	0.399107	0.469683	0.214370	0.166145
ENSMUSG00000031166	0.007303	-0.281158	-0.124419	-0.202565	-0.096196	0.116915
ENSMUSG00000031167	-0.106886	-0.018897	0.183536	0.049708	-0.410553	-0.537990
ENSMUSG00000031168	0.174379	-0.044995	-0.635702	-0.330427	-0.495215	-1.001913
ENSMUSG00000031171	-0.344084	-0.088266	-0.564826	-0.380446	-0.848120	-1.311430
ENSMUSG00000031176	0.304496	0.542085	0.429461	0.459529	0.464635	0.769786
ENSMUSG00000031196	-0.400305	-0.133242	-0.561338	-0.918628	-0.794738	-0.378179
ENSMUSG00000031197	-0.398936	-0.039400	-0.030410	0.009932	0.171284	0.582731
ENSMUSG00000031198	0.050906	-0.039494	-0.631085	-0.052951	0.021344	0.097655
ENSMUSG00000031200	-0.364413	-0.186536	0.007523	-0.008384	1.364902	0.707454
ENSMUSG00000031201	-0.217147	0.110319	-0.365432	0.071609	-0.611399	-0.624554
ENSMUSG00000031207	0.086672	0.079299	0.570198	0.898451	1.076024	0.874280
ENSMUSG00000031216	1.060648	-0.194421	-0.623485	-0.994628	-0.739356	-1.086330
ENSMUSG00000031220	-0.106971	0.319131	-1.331781	-0.129289	-0.622060	-0.357009
ENSMUSG00000031221	0.065220	0.046084	-0.085630	0.006544	0.219941	0.422566
ENSMUSG00000031226	-0.254732	-0.203506	-0.514355	-0.327603	-1.293828	-1.366784
ENSMUSG00000031227	-0.234990	0.247815	0.834287	-0.994933	-0.614594	-1.341885
ENSMUSG00000031229	0.013054	0.158736	0.318422	0.040732	0.438679	0.634223
ENSMUSG00000031231	-0.354366	-0.070340	-0.410189	0.069960	-0.528515	-1.009672
ENSMUSG00000031232	0.187320	0.015942	-0.505606	-0.521854	-0.887527	-1.402470
ENSMUSG00000031239	0.105038	0.006425	0.248463	0.489582	0.358423	-0.155176
ENSMUSG00000031242	-0.062524	-0.243433	-0.760703	-0.016552	-0.355133	-0.363903
ENSMUSG00000031245	0.078875	0.235959	0.306186	-0.220529	-0.589367	-0.467996
ENSMUSG00000031246	-0.173273	-0.203708	-0.079419	0.399461	0.844088	0.829809
ENSMUSG00000031256	-0.253447	-0.381259	0.020311	-0.364099	-0.640904	-1.007846
ENSMUSG00000031258	0.115588	0.314325	0.136644	0.698499	0.025561	1.295658
ENSMUSG00000031262	0.157197	0.228314	-0.047829	-0.338140	-0.646956	-1.270161
ENSMUSG00000031264	-0.091793	-0.460700	-0.379225	-0.596681	-0.091064	0.141329
ENSMUSG00000031266	-0.373625	-0.274564	-0.961891	-0.020769	-0.168479	-0.318920
ENSMUSG00000031278	0.375410	0.186707	0.245792	-0.207365	-0.155055	0.084605
ENSMUSG00000031292	0.891169	-0.658179	0.038319	0.531009	-0.212251	-0.136748
ENSMUSG00000031295	-0.096886	0.062598	-0.073176	0.156787	0.338345	0.639721
ENSMUSG00000031297	1.097275	1.448947	0.861807	-1.055639	-3.281725	-2.654541
ENSMUSG00000031299	0.188477	0.240873	0.636853	0.580527	0.934528	1.443428
ENSMUSG00000031304	-0.335846	0.597739	0.619342	1.643292	1.207309	1.591659
ENSMUSG00000031309	0.381626	-0.127237	-0.130561	-0.482034	-0.481263	-0.684739
ENSMUSG00000031310	0.065021	0.024577	-0.197589	-0.219894	0.007648	0.075743
ENSMUSG00000031311	-0.076017	0.063749	0.408914	0.088639	0.317236	0.355962
ENSMUSG00000031312	-0.370466	0.080658	0.105899	-0.804844	-0.431485	-1.492165
ENSMUSG00000031314	0.121686	0.064605	0.175735	-0.256065	-0.438130	-0.396353
ENSMUSG00000031320	-0.075394	0.021867	-0.110669	-0.161833	-0.170473	-0.005669
ENSMUSG00000031327	-0.077402	0.080066	0.327225	-0.016277	0.323354	1.652323
ENSMUSG00000031328	0.432944	0.326947	0.519315	0.370350	0.574392	0.254309
ENSMUSG00000031329	-1.007582	0.318567	0.926134	-1.776801	-0.521792	0.067401
ENSMUSG00000031333	-0.002192	-0.198328	-0.226417	-0.188216	0.071883	-0.050704
ENSMUSG00000031337	-0.074620	0.432149	0.037503	0.060078	-0.164608	0.491449
ENSMUSG00000031347	0.122579	0.453131	0.483203	0.405709	0.135062	0.952366
ENSMUSG00000031349	0.104727	0.481753	0.551557	0.976960	1.076683	1.267349
ENSMUSG00000031352	-0.294794	-0.628316	0.232963	-0.324788	-0.391938	-0.541388
ENSMUSG00000031353	0.043016	0.064005	-0.026572	-0.401508	-0.770071	-1.136324
